"","PreK_Type","Borough","LocName","phone","address","Email","Website","lat","lon","zip","Seats","Length","Meal_Plan","Playspace","Extended_Day_Care","Priority"
"822","NYCEEC","Manhattan","Addie Mae Collins 2","212-831-7373","345 East 101st St","DorisJSmith345@gmail.com","http://addiemaecollins.org",40.7868683,-73.9426182,10029,11,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","Income and other eligibility requirements apply"
"823","NYCEEC","Manhattan","East Harlem Chs Bilingual Head Start Program","212-427-9010","440 East 116th St","Escuelita116@aol.con","",40.795287,-73.9337467,10029,100,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Not offered","Income and other eligibility requirements apply"
"824","NYCEEC","Manhattan","East Harlem Chs Bilingual Head Start - 111th","212-860-7201","30 East 111th St","Escuelita116@aol.com","",40.7968577,-73.9477272,10029,49,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Not offered","Income and other eligibility requirements apply"
"825","NYCEEC","Manhattan","Northside Center Day School","646-351-1300","302 - 306 East 111th St","jsantana@northsidecenter.org","http://northsidecenter.org",40.7934496,-73.9394952,10029,35,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Not offered","Income and other eligibility requirements apply"
"826","NYCEEC","Manhattan","Harlem Gems North","646-539-5898","381 Lenox Ave","tweaver@hcz.org","http://hcz.org",40.8105416,-73.9435716,10027,100,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","None"
"827","NYCEEC","Manhattan","ABC / Echo Park ECDC","646-459-6032","1841 Park Ave","ediaz@a-b-c.org","http://a-b-c.org",40.8056986,-73.9380043,10035,20,"5-Hour","Breakfast","Indoor/Outdoor (onsite) and Outdoor (offsite)","Offered","None"
"828","NYCEEC","Manhattan","Seventh Avenue Center For Family Services","212-862-0600","711 Lenox Ave","dnixon@7thavenuecenter.org","http://7thavenuecenter.org",40.8210647,-73.9358962,10039,25,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"829","NYCEEC","Manhattan","Urban Concepts / Round The Clock","212-234-1870","3333 Broadway","lil_fam@yahoo.com","",40.8196407,-73.9569314,10031,40,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) and Outdoor (offsite)","Offered","None"
"830","NYCEEC","Manhattan","River Park Nursery School","212-663-1205","711 Amsterdam Ave","riverparkns@verizon.net","",40.7929211,-73.9707453,10025,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"831","NYCEEC","Manhattan","Utopia Children's Center","212-663-7376","236 West 129th St","evansutopia@yahoo.com","",40.8118419,-73.94822,10027,20,"Full Day","Contact agency","Contact agency","Contact agency","Income and other eligibility requirements apply"
"832","NYCEEC","Manhattan","Citizens Care DCC 3","212-690-0742","3240 Broadway","CITIZENSCARE1@GMAIL.COM","",40.8169368,-73.956529,10027,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"833","NYCEEC","Manhattan","ECDO Child Start Center","212-234-8135","249 West 144th St","wallen@ecdo.org","http://ecdo.org",40.8219053,-73.9412216,10030,32,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","Income and other eligibility requirements apply"
"834","NYCEEC","Manhattan","Addie Mae Collins 1","212-831-9220","110 East 129th St","mbernard@addiemaecollins.org","http://addiemaecollins.org",40.8069103,-73.9363826,10035,19,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","Income and other eligibility requirements apply"
"835","NYCEEC","Manhattan","St. Elizabeth Pre Kindergarten","212-568-7291","612 West 187th St","tcunningham@steliznyc.org","http://saintelizabethschool.com",40.8531854,-73.9319458,10033,120,"Full Day","Breakfast","Indoor/Outdoor (onsite) ","Offered","None"
"836","NYCEEC","Manhattan","Ft. George Head Start Center # 1","212-795-9184","1525 Saint Nicholas Ave","agrossbard@ftgeocenterhs.org","http://fortgeorgecenter.org",40.852698,-73.9316602,10033,120,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"837","NYCEEC","Manhattan","Northern Manhattan Head Start","212-926-8264","529 West 155 St","nmpprodriguez@aol.com","",40.8323542,-73.9445071,10032,129,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","Income and other eligibility requirements apply"
"838","NYCEEC","Manhattan","UFBCO","212-281-1959","474 West 159th St","manalebish@gmail.com","",40.8333439,-73.9398884,10032,82,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) and Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"839","NYCEEC","Manhattan","St. Spyridon Parochial School","212-795-6870","124 Wadsworth Ave","epanos48@gmail.com","",40.8489417,-73.9360235,10033,72,"Full Day","Breakfast/Lunch","Indoor","Not offered","None"
"840","NYCEEC","Manhattan","Washington Heights DCC","212-718-6910","610 - 614 West 175th St","whcccmcm@peoplepc.com","",40.845484,-73.937398,10033,29,"Full Day","Contact agency","Contact agency","Contact agency","Income and other eligibility requirements apply"
"841","NYCEEC","Manhattan","Nicholas Cardell DCC","212-942-6757","84 Vermilyea Ave","Yrosario@nc-dcc.org","",40.8660417,-73.9232711,10034,38,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) and Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"842","NYCEEC","Manhattan","Dominican Women's Development Center","212-994-6060","2346 Amsterdam Ave","dwdcinfo@gmail.com","",40.8452917,-73.9331786,10033,36,"Full Day","Contact agency","Contact agency","Contact agency","Income and other eligibility requirements apply"
"843","NYCEEC","Manhattan","Victoria Children's Group","212-625-9228","230 Grand St 2nd Floor","admin@victoriachildrensgroup.com","http://victoriachildrensgroup.com",40.7187888,-73.9950885,10013,16,"Full Day","Contact agency","Contact agency","Contact agency","None"
"844","NYCEEC","Manhattan","Henry Street Settlement Day Care","212-253-1595","301 Henry St","sbolton@henrystreet.org","http://henrystreet.org",40.7142444,-73.9826273,10002,37,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) and Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"845","NYCEEC","Manhattan","Hudson Guild","212-760-9830","410 West 40th St","esiegel@hudsonguild.org","http://hudsonguild.org",40.75722,-73.9943293,10018,20,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","Income and other eligibility requirements apply"
"846","NYCEEC","Manhattan","New York Center For Child Development","212-752-7575","159 W 127th St","BerniceFokum@nyccd.org","http://nyccd.org",40.8102109,-73.9465904,10027,16,"Full Day","Lunch/Snacks","Outdoor (offsite)","Not offered","None"
"847","NYCEEC","Manhattan","Sunshine Daycare East Harlem","212-444-1177","1330 5th Ave","yolanda@sunshinedaycare.com","",40.7979282,-73.9488825,10026,18,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","None"
"848","NYCEEC","Manhattan","Evolution Enrichment Center","212-375-9500","38 Delancey St","ealexeeva4@gmail.com","http://evolutionenrichment.com",40.7199351,-73.9916562,10002,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"849","NYCEEC","Manhattan","Cathedral Parkway Towers Preschool","212-749-0291","125 West 109th St","Sandrahuntsmith@yahoo.com","",40.8020298,-73.9629791,10025,18,"5-Hour","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","None"
"850","NYCEEC","Manhattan","East Harlem Block Nursery 2","212-234-3333","2112 Madison Ave","lfuentesehbn@yahoo.com","",40.8106202,-73.9374379,10037,18,"Full Day","Contact agency","Contact agency","Contact agency","Income and other eligibility requirements apply"
"851","NYCEEC","Manhattan","Goddard Riverside Day Care 1","212-873-6865","114 West 91st St","mplace@goddard.org","http://goddard.org",40.789858,-73.9710964,10025,50,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"852","NYCEEC","Manhattan","Children's Aid Society's P.S. 5 Early Childhood Program","212-567-5787","3703 Tenth Ave","mmedina@childrensaid.org","http://childrensaidsociety.org",40.8589195,-73.9224277,10034,40,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"853","NYCEEC","Manhattan","Educational Alliance, Inc. @ P.S. 142","646-395-4218","100 Attorney St","Evelyn_Suarez@edalliance.org","http://edalliance.org",40.7182302,-73.9840825,10002,20,"5-Hour","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","None"
"854","NYCEEC","Manhattan","Dawning Village","212-369-5313","2090 First Ave","dawningvillage@yahoo.com","",40.7905696,-73.9380025,10029,18,"Full Day","Contact agency","Contact agency","Contact agency","Income and other eligibility requirements apply"
"855","NYCEEC","Manhattan","Children's Aid Society At P.S. 8","212-740-8655","465 West 167th St","esthero@childrensaidsociety.org","http://childrensaidsociety.org",40.8393844,-73.9367835,10032,40,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","None"
"856","NYCEEC","Manhattan","St. Brigid Early Childhood Academy","347-903-8783","185 Ave D","Admissions@StBrigidSchoolNY.com","http://stbrigidschoolny.com",40.7264367,-73.9745523,10009,90,"Full Day","Contact agency","Contact agency","Contact agency","None"
"857","NYCEEC","Manhattan","Milestones Uws","917-273-0776","319 West 74 St","debbie@milestonesuws.com","",40.7817445,-73.9845517,10023,8,"Full Day","Contact agency","Contact agency","Contact agency","None"
"858","NYCEEC","Manhattan","Abyssinian Development Corp. 3","212-690-2869","25 West 132nd St","dsangare@adcorp.org","http://adcorp.org",40.81168,-73.939663,10037,20,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"859","NYCEEC","Manhattan","Sacred Heart Parochial","212-246-4784","456 West 52nt Streetÿÿ","jmorano@shjsncy.org","http://shjsnyc.org",40.7686973,-73.9918181,10019,90,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"860","NYCEEC","Manhattan","Lexington Children's Center","212-410-1060","115 East 98th St","rbeza@aol.com","http://lexingtonchildrenscenter.com",40.7880607,-73.9508974,10029,18,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"861","NYCEEC","Manhattan","Community Life Center 2","212-427-3000","15 Mt Morris Park West","barbara.sanchez243@gmail.com","",40.8050876,-73.9456989,10027,73,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","Income and other eligibility requirements apply"
"862","NYCEEC","Manhattan","Manhattan ECC","212-740-5157","554 Ft Washington Ave","marjory.antoine@birchfamilyservices.org","http://birchfamilyservices.org",40.853747,-73.936822,10033,32,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Not offered","None"
"863","NYCEEC","Manhattan","Ft. George Child Center 1","212-927-2210","601 W 186 St","eguzman@ftgeocenterhs.org","",40.8527125,-73.9316625,10033,17,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","Income and other eligibility requirements apply"
"864","NYCEEC","Manhattan","Singleton Gems","646-545-3935","23 West 124th St","eterrell@hcz.org","http://hcz.org",40.806395,-73.9437109,10027,40,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","None"
"865","NYCEEC","Manhattan","Urban Concepts / Round The Clock","212-862-2273","300 W 145 St","patricia.charles@msn.com","",40.8227447,-73.9426178,10039,20,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Offered","None"
"866","NYCEEC","Manhattan","Salvation Army New York Templecorp","212-337-7468","132 West 14th St","Maya.Ramirez@use.salvationarmy.org","http://ny.salvationarmy.org/greaternewyork/upk",40.737813,-73.998662,10011,33,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Not offered","None"
"867","NYCEEC","Manhattan","CCLC At 4 NY Plaza","212-513-7367","4 Newyork Plz Suite 104","Lpacheco@cclc.com","http://cclc.com",40.7027612,-74.0109655,10004,31,"Full Day","Lunch/Snacks","Outdoor (offsite)","Offered","None"
"868","NYCEEC","Manhattan","Renanim Manhattan","212-371-7233","336 East 61st St","anitalazbin@gmail.com","http://renanimpreschool.com",40.7609786,-73.9618411,10065,16,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","None"
"869","NYCEEC","Manhattan","Hudson Guild","212-760-9830","206 West 64th St","esiegel@hudsonguild.org","http://hudsonguild.org",40.7736042,-73.9857309,10023,40,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","None"
"870","NYCEEC","Manhattan","Finger Painted Hands","212-595-5200","126 West 83rd St","fph@fingerpaintedhands.net","http://fingerpaintedhands.net",40.7849131,-73.9749628,10024,17,"Full Day","Lunch/Snacks","Outdoor (offsite)","Offered","None"
"871","NYCEEC","Manhattan","Sugar Hill Museum Preschool","212-862-7155","400 W 155th St","cmelville@bhc.org","http://bhc.org",40.8303884,-73.9406947,10032,54,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","None"
"872","NYCEEC","Manhattan","Center Annex ( Tribeca ECC )","212-925-5641","21 St John's Ln","msikarevich@cpc-nyc.org","",40.7214642,-74.0056015,10013,18,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"873","NYCEEC","Manhattan","My Little Language School","646-389-7552","225 West 99th St","natalieperez@mylittlelanguageschool.com","http://uwsmontessori.com",40.7963534,-73.9690816,10025,29,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"874","NYCEEC","Manhattan","Child Care Partners NY West","212-797-1110","20 West St","jpollard@tlecorp.com","http://manhattan.tlechildcare.com",40.7062146,-74.0157157,10004,37,"Full Day","Contact agency","Contact agency","Contact agency","None"
"875","NYCEEC","Manhattan","Moreau LMSW Children & Family Services PC","212-234-1036","764 St Nicholas Ave","jewelsofharlem@gmail.com","http://jewelsofharlem.com",40.8261065,-73.9429089,10031,20,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","None"
"876","NYCEEC","Manhattan","University Settlement - Creative Steps","212-982-2273","4 Washington Sq Vlg","jrittenberg@universitysettlement.org","http://universitysettlement.org",40.7273993,-73.9971446,10012,20,"5-Hour","Snacks","Outdoor (offsite)","Offered","None"
"877","NYCEEC","Manhattan","NY Preschool Tribeca","718-228-0800","88 Leonard St","stephanie.t@nykidsclub.com","http://nykidsclub.com",40.7170753,-74.004833,10013,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"878","NYCEEC","Manhattan","UCP Of NYC Manhattan UPK","212-686-6700","80 West End Ave","mkaufman@ucpnyc.org","http://ucpnyc.org",40.7743375,-73.9881732,10023,32,"Full Day","Contact agency","Contact agency","Contact agency","None"
"879","NYCEEC","Manhattan","Victoria Children's Center","212-625-1828","323 Grand St","info@victoriachildrensgroup.com","http://victoriachildrensgroup.com",40.7169867,-73.9906832,10002,56,"Full Day","Contact agency","Contact agency","Contact agency","None"
"880","NYCEEC","Manhattan","Butterfly CCC","347-238-9341","296 East 4th St","maria.zakarian.ny@gmail.com","",40.7223859,-73.9807814,10009,60,"Full Day","Contact agency","Contact agency","Contact agency","None"
"881","NYCEEC","Manhattan","Cpc Little Star Of Broome Street","212-673-2680","131 Broome St","mcheng@cpc-nyc.org","",40.7160869,-73.9844644,10002,18,"Full Day","Contact agency","Contact agency","Contact agency","Income and other eligibility requirements apply"
"882","DOE","Queens","P.S. 015 Jackie Robinson","718-525-1670","121 - 15 Lucas St","aktori@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q015",40.6859976,-73.7568074,11413,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"883","DOE","Queens","P.S. 017 Henry David Thoreau","718-278-1220","28 - 37 29 St","rheyward@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q017",40.7682591,-73.9227537,11102,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"884","DOE","Queens","P.S. 018 Winchester","718-464-4167","86 - 35 235 Ct","LCareddu2@schools.nyc.gov","",40.7321073,-73.732064,11427,18,"Full Day","Contact agency","Outdoor (offsite)","Contact agency","None"
"885","DOE","Queens","P.S. 020 John Bowne","718-359-0321","142 - 30 Barclay Ave","vhart@schools.nyc.gov","http://ps20q.org",40.758365,-73.8244069,11355,108,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Contact agency","None"
"886","DOE","Queens","P.S. 021 Edward Hart","718-445-8833","147 - 36 26 Ave","dbuszko@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q021",40.7741682,-73.8185428,11354,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"887","DOE","Queens","P.S. 022 Thomas Jefferson","718-762-4141","153 - 33 Sanford Ave","jmeyer5@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q022",40.761748,-73.811379,11355,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"888","DOE","Queens","P.S. 026 Rufus King","718-464-4505","195 - 02 69 Ave","apecore@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q026",40.736575,-73.778081,11365,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"889","DOE","Queens","P.S. 28 - The Thomas Emanuel ECC","718-271-4971","109 - 10 47 Ave","lpessut@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q028",40.7469882,-73.8545206,11368,10,"Full Day","Contact agency","Contact agency","Contact agency","None"
"890","DOE","Queens","P.S. 029 Queens","718-886-5111","125 - 10 23 Ave","jleakey@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q029",40.7779868,-73.8429746,11356,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"891","DOE","Queens","P.S. 031 Bayside","718-423-8288","211 - 45 46 Rd","26q031@schools.nyc.gov","http://ps31q.com",40.7576312,-73.7691484,11361,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"892","DOE","Queens","P.S. 032 State Street","718-463-3747","171 - 11 35 Ave","derrico@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q032",40.7652597,-73.7943689,11358,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"893","DOE","Queens","P.S. 034 John Harvard","718-465-6818","104 - 12 Springfield Blvd","pshakes@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q034",40.7108896,-73.7379671,11429,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"894","DOE","Queens","P.S. 035 Nathaniel Woodhull","718-465-6820","191 - 02 90 Ave","mdempsey@schools.nyc.gov","http://ps35q.org",40.713433,-73.7688809,11423,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"895","DOE","Queens","Cynthia Jenkins School","718-528-5399","179 - 37 137 Ave","bmitche2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q037",40.6762512,-73.758597,11434,72,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"896","DOE","Queens","P.S. 040 Samuel Huntington","718-526-1906","109 - 20 Un Hall St","abranke@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q040",40.6939852,-73.7908673,11433,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"897","DOE","Queens","P.S. / M.S. 042 R Vernam","718-634-7914","488 Bch 66 St","pfinn3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q042",40.594435,-73.7949455,11692,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"898","DOE","Queens","P.S. 043","718-327-5860","160 Bch 29 St","gfairwe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q043",40.5940187,-73.761378,11691,90,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"899","DOE","Queens","P.S. 045 Clarence Witherspoon","718-529-1885","126 - 28 150 St","sseverin2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q045",40.6722983,-73.7882646,11436,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"900","DOE","Queens","P.S. 047 Chris Galas","718-634-7167","9 Power Rd","amoynag@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q047",40.6067252,-73.8201792,11693,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"901","DOE","Queens","P.S. 048 William Wordsworth","718-558-6700","108 - 29 155 St","nthacker2@schools.nyc.gov","http://ps48q.com",40.6935709,-73.7961891,11433,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"902","DOE","Queens","P.S. 050 Talfourd Lawn Elementary School","718-526-5336","143 - 26 101 Ave","rmanjarrez@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q050",40.694854,-73.806837,11435,72,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"903","DOE","Queens","P.S. 051","718-850-0738","87 - 45 117 St","msaintj@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q051",40.6982438,-73.8317233,11418,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"904","DOE","Queens","P.S. 052 Queens","718-528-2238","178 - 37 146 Ter","dsantana@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q052",40.6612513,-73.7669234,11434,90,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"905","DOE","Queens","P.S. 055 Maure","718-849-3845","131 - 10 97 Ave","rhonore@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q055",40.6936,-73.816147,11419,54,"Full Day","Contact agency","Contact agency","Contact agency","None"
"906","DOE","Queens","P.S. 58 - School Of Heroes","718-533-6712","72 - 24 Grand Ave","ATripol@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q058",40.72851,-73.890603,11378,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"907","DOE","Queens","P.S. 060 Woodhaven","718-441-5046","91 - 02 88 Ave","fdesari@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q060",40.691436,-73.85279,11421,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"908","DOE","Queens","P S 62 - Chester Park School","718-286-4460","97 - 25 108 St","ps62@me.com","http://ps062.org",40.6883657,-73.8355943,11419,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"909","DOE","Queens","P.S. 063 Old South","718-845-7560","90 - 15 Sutter Ave","dmarino@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q063",40.6769032,-73.84656,11417,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"910","DOE","Queens","P.S. 066 Jacqueline Kennedy Onassis","718-849-0184","85 - 11 102 St","pleinwa@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q066",40.6979133,-73.84631,11418,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Contact agency","None"
"911","DOE","Queens","P.S. 068 Cambridge","718-821-7246","59 - 09 Saint Felix Ave","asnadec@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q068",40.6968584,-73.8973882,11385,60,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Contact agency","None"
"912","DOE","Queens","P.S. 069 Jackson Heights","718-424-7700","77 - 02 37 Ave","mvazque11@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q069",40.7487993,-73.8884638,11372,54,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"913","DOE","Queens","P.S. 070 Queens","718-728-4646","30 - 45 42 St","dgeller@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q070",40.761734,-73.913973,11103,144,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"914","DOE","Queens","P.S. 071 Forest","718-821-7772","62 - 85 Frst Ave","isoto6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q071",40.7113999,-73.9047626,11385,80,"Full Day","Contact agency","Contact agency","Contact agency","None"
"915","DOE","Queens","P.S. 076 William Hallet","718-361-7464","36 - 36 10 St","mschafe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q076",40.760848,-73.941632,11106,108,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"916","DOE","Queens","P.S. / I.S. 78q","718-392-5402","48 - 09 Ctr Blvd","lpavone@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q078",40.7444645,-73.9576657,11109,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"917","DOE","Queens","P.S. 079 Francis Lewis","718-746-0396","147 - 27 15 Dr","jfertile@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q079",40.7859588,-73.8173491,11357,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"918","DOE","Queens","P.S. 080 The Thurgood Marshall Magnet School","718-528-7070","171 - 05 137th Ave","kcox4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q080",40.6732635,-73.7690139,11434,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"919","DOE","Queens","P.S. 81q Jean Paul Richter","718-821-9800","559 Cypress Ave","rdiamond@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q081",40.7038519,-73.9119386,11385,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"920","DOE","Queens","P.S. 084 Steinway","718-278-1915","22 - 45 41 St","jbuffa@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q084",40.7711822,-73.906108,11105,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"921","DOE","Queens","P.S. 085 Judge Charles Vallone","718-278-3630","23 - 70 31 St","agordon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q085",40.7730089,-73.9148429,11105,64,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"922","DOE","Queens","P.S. Q086","718-291-6264","87 - 41 Parsons Blvd","kzuvic@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q086",40.7094563,-73.8035633,11432,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"923","DOE","Queens","P.S. / I.S. 087 Middle Village","718-326-8243","67 - 54 80 St","cmichae@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q087",40.711906,-73.871298,11379,60,"Full Day","Contact agency","Contact agency","Contact agency","None"
"924","DOE","Queens","P.S. 088 Seneca","718-821-8121","60 - 85 Catalpa Ave","rquinta2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q088",40.7040997,-73.8964097,11385,30,"Full Day","Breakfast/Lunch/Snacks","Indoor","Contact agency","None"
"925","DOE","Queens","P.S. 090 Horace Mann","718-847-3370","86 - 50 109 St","27q090@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q090",40.6967154,-73.8392673,11418,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"926","DOE","Queens","P.S. 091 Richard Arkwright","718-821-6880","68 - 10 Central Ave","vcatala@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q091",40.703479,-73.883974,11385,100,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
