LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,zip,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
Q055,DOE,Q,P.S. 055 Maure,,718-849-3845,131 - 10 97 Ave,11419,1,54,1035193,192127,rhonore@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q055,5,9,3,28Q055
Q058,DOE,Q,P.S. 58 - School Of Heroes,,718-533-6712,72 - 24 Grand Ave,11378,1,36,1014669,204798,ATripol@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q058,5,9,3,24Q058
Q060,DOE,Q,P.S. 060 Woodhaven,,718-441-5046,91 - 02 88 Ave,11421,1,72,1025072,191234,fdesari@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q060,2,3,1,27Q060
Q062,DOE,Q,P S 62 - Chester Park School,,718-286-4460,97 - 25 108 St,11419,1,36,1029774,190197,ps62@me.com,http://ps062.org,2,3,3,27Q062
Q063,DOE,Q,P.S. 063 Old South,,718-845-7560,90 - 15 Sutter Ave,11417,1,36,1026702,185874,dmarino@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q063,2,3,3,27Q063
Q066,DOE,Q,P.S. 066 Jacqueline Kennedy Onassis,,718-849-0184,85 - 11 102 St,11418,1,36,1026894,193585,pleinwa@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q066,3,7,3,27Q066
Q068,DOE,Q,P.S. 068 Cambridge,,718-821-7246,59 - 09 Saint Felix Ave,11385,1,60,1012731,193171,asnadec@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q068,2,2,3,24Q068
Q069,DOE,Q,P.S. 069 Jackson Heights,,718-424-7700,77 - 02 37 Ave,11372,1,54,1015130,212171,mvazque11@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q069,2,7,3,30Q069
Q070,DOE,Q,P.S. 070 Queens,,718-728-4646,30 - 45 42 St,11103,1,144,1008043,216842,dgeller@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q070,2,3,3,30Q070
Q071,DOE,Q,P.S. 071 Forest,,718-821-7772,62 - 85 Frst Ave,11385,1,80,1010585,198453,isoto6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q071,5,9,3,24Q071
Q076,DOE,Q,P.S. 076 William Hallet,,718-361-7464,36 - 36 10 St,11106,1,108,1000500,216525,mschafe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q076,2,3,3,30Q076
Q078,DOE,Q,P.S. / I.S. 78q,,718-392-5402,48 - 09 Ctr Blvd,11109,1,36,996037,210512,lpavone@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q078,2,3,3,30Q078
Q079,DOE,Q,P.S. 079 Francis Lewis,,718-746-0396,147 - 27 15 Dr,11357,1,36,1034692,225779,jfertile@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q079,5,9,3,25Q079
Q080,DOE,Q,P.S. 080 The Thurgood Marshall Magnet School,,718-528-7070,171 - 05 137th Ave,11434,1,72,1048210,184631,kcox4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q080,2,3,3,28Q080
Q081,DOE,Q,P.S. 81q Jean Paul Richter,,718-821-9800,559 Cypress Ave,11385,1,36,1008644,195700,rdiamond@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q081,5,9,3,24Q081
Q084,DOE,Q,P.S. 084 Steinway,,718-278-1915,22 - 45 41 St,11105,1,72,1010255,220246,jbuffa@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q084,2,3,3,30Q084
Q085,DOE,Q,P.S. 085 Judge Charles Vallone,,718-278-3630,23 - 70 31 St,11105,1,64,1007802,220927,agordon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q085,2,7,3,30Q085
Q086,DOE,Q,P.S. Q086,,718-291-6264,87 - 41 Parsons Blvd,11432,1,36,1038647,197715,kzuvic@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q086,5,9,3,28Q086
Q087,DOE,Q,P.S. / I.S. 087 Middle Village,,718-326-8243,67 - 54 80 St,11379,1,60,1019861,198537,cmichae@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q087,5,9,3,24Q087
Q088,DOE,Q,P.S. 088 Seneca,,718-821-8121,60 - 85 Catalpa Ave,11385,1,30,1012959,195792,rquinta2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q088,3,1,3,24Q088
Q090,DOE,Q,P.S. 090 Horace Mann,,718-847-3370,86 - 50 109 St,11418,1,36,1028785,193155,27q090@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q090,3,3,3,27Q090
Q091,DOE,Q,P.S. 091 Richard Arkwright,,718-821-6880,68 - 10 Central Ave,11385,1,100,1016391,195645,vcatala@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q091,2,3,3,24Q091
Q092,DOE,Q,P.S. 092 Harry T Stewart Sr.,,718-533-1013,99 - 01 34 Ave,11368,1,18,1020556,214742,pbaratt@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q092,2,3,3,30Q092
Q096,DOE,Q,P.S. 096,,718-529-2547,130 - 01 Rockaway Blvd,11420,1,36,1037470,185366,veweka@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q096,2,3,3,27Q096
Q097,DOE,Q,P.S. 097 Forest Park,,718-849-4870,85 - 52 85 St,11421,1,36,1023094,192283,mcustod@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q097,2,3,3,27Q097
Q100,DOE,Q,P.S. 100 Glen Morris,,718-843-8390,111 - 11 118 St,11420,1,18,1033717,186944,LFrombe@schools.nyc.gov,,5,9,3,27Q100
Q101,DOE,Q,P.S. 101 School In The Gardens,,718-268-7231,2 Russell Pl,11375,1,18,1027620,200033,mlopez69@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q101,3,3,3,28Q101
Q102,DOE,Q,P.S. 102 Bayview,,718-446-3308,55 - 24 Van Horn St,11373,1,20,1018078,206436,APisaca@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q102,5,9,3,24Q102
Q104,DOE,Q,P.S. 104 The Bays Water,,718-327-1910,26 - 01 Mott Ave,11691,1,64,1049501,160925,kgrady@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q104,2,3,3,27Q104
Q105,DOE,Q,P.S. 105 The Bay School,,718-474-8615,420 Bch 51 St,11691,1,36,1044941,156370,lshapir@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q105,2,3,3,27Q105
Q106,DOE,Q,P.S. 106,,718-327-5828,180 Bch 35 St,11691,1,18,1048951,155994,rlegions@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q106,3,3,3,27Q106
Q107,DOE,Q,P.S. 107 Thomas A Dooley,,718-762-5995,167 - 02 45 Ave,11358,1,72,1039753,214680,lcummings2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q107,2,3,3,25Q107
Q108,DOE,Q,P.S. 108 Captain Vincent G Fowler,,718-558-2700,108 - 10 109 Ave,11420,1,36,1031069,186860,mbiondo@schools.nyc.gov,http://ps108q.com,2,7,3,27Q108
Q111,DOE,Q,P.S. 111 Jacob Blackwell,,718-786-2073,37 - 15 13 St,11101,1,36,1001090,215721,djaggon2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q111,2,3,1,30Q111
Q112,DOE,Q,P.S. 112 Dutch Kills,,718-784-5250,25 - 05 37 Ave,11101,1,90,1002486,215081,rcampos@schools.nyc.gov,http://ps112q.com,2,3,3,30Q112
Q115,DOE,Q,P.S. 115 Glen Oaks,,718-831-4010,80 - 51 261 St,11004,1,54,1064758,210409,ksciort@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q115,2,3,3,26Q115
Q116,DOE,Q,P.S. / I.S. 116 William C Hughley,,718-526-4884,107 - 25 Wren Pl,11433,1,54,1044713,194644,29q116@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q116,2,3,3,29Q116
Q117,DOE,Q,P.S. 117 J Keld / Briarwood School,,718-526-4780,85 - 15 143 St,11435,1,72,1036048,198074,kestevezramirez@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q117,2,3,3,28Q117
Q118,DOE,Q,P.S. 118 Lorraine Hansberry,,718-465-5538,190 - 20 109 Rd,11412,1,36,1049303,195657,cjones23@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q118,2,3,3,29Q118
Q120,DOE,Q,P.S. 120 Queens,,718-359-3390,58 - 01 136 St,11355,1,72,1031607,210838,jmonroe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q120,2,3,3,25Q120
Q121,DOE,Q,P.S. 121 Queens,,718-738-5126,126 - 10 109 Ave,11420,1,36,1035426,188493,evadi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q121,5,9,3,28Q121
Q122,DOE,Q,P.S. 122 Mamie Fay,,718-721-6410,21 - 21 Ditmars Blvd,11105,1,36,1007503,223572,psabel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q122,2,3,3,30Q122
Q123,DOE,Q,P.S. 123,,718-529-4300,145 - 01 119 Ave,11436,1,54,1040997,186575,ahooks@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q123,2,7,3,27Q123
Q127,DOE,Q,P.S. 127 Aerospace Science Magnet,,718-446-4700,98 - 01 25 Ave,11369,1,36,1019884,217981,esanabria@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q127,5,9,3,30Q127
Q129,DOE,Q,P.S. 129 Patricia Larkin,,718-353-3150,128 - 02 7 Ave,11356,1,54,1028651,227243,lbuquicchio@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q129,2,7,3,25Q129
Q130,DOE,Q,P.S. 130,,718-357-6606,200 - 01 42 Ave,11361,1,54,1044081,216176,mcontra@schools.nyc.gov,http://ps130q.org,3,3,3,25Q130
Q132,DOE,Q,P.S. 132 Ralph Bunche,,718-528-5734,132 - 15 218 St,11413,1,54,1053691,187867,adavis2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q132,2,3,3,29Q132
Q133,DOE,Q,P.S. 133 Queens,,718-831-4016,248 - 05 86 Ave,11426,1,82,1062501,206100,iavakians@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q133,2,3,3,26Q133
Q134,DOE,Q,P.S. 134 Hollis,,718-464-5544,203 - 02 109 Ave,11412,1,36,1052208,197256,rchambe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q134,2,3,3,29Q134
Q135,DOE,Q,The Bellaire School,,718-464-2119,207 - 11 89 Ave,11427,1,108,1051511,201882,ghadjog@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q135,2,1,3,29Q135
Q136,DOE,Q,P.S. 136 Roy Wilkins,,718-465-2286,201 - 15 115 Ave,11412,1,54,1052873,193880,twalker@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q136,2,3,1,29Q136
Q138,DOE,Q,P.S. / Ms138 Sunrise,,718-528-9053,251 - 11 Weller Ave,11422,1,72,1057841,179723,jmcenan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q138,2,3,3,29Q138
Q140,DOE,Q,P.S. 140 Edward K Ellington,,718-657-4760,166 - 01 116 Ave,11434,1,36,1044969,189684,dnorment@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q140,3,3,3,28Q140
Q144,DOE,Q,P.S. 144 Col Jeromus Remsen,,718-268-2775,93 - 02 69 Ave,11375,1,54,1025018,199833,rglucks@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q144,2,3,3,28Q144
Q146,DOE,Q,P.S. 146 Howard Beach,,718-843-4880,98 - 01 159 Ave,11414,1,18,1030120,179852,mkeegan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q146,3,7,3,27Q146
Q147,DOE,Q,P.S. / M.S. 147 Ronald Mcnair,,718-528-2420,218 - 01 116 Ave,11411,1,36,1056222,193481,acohen1@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q147,2,2,3,29Q147
Q148,DOE,Q,P.S. 148 Queens,,718-898-8181,89 - 02 32 Ave,11369,1,72,1017847,215510,nbirson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q148,2,3,3,30Q148
Q150,DOE,Q,P.S. 150 Queens,,718-784-2252,40 - 01 43 Ave,11104,1,54,1005476,210979,cparache@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q150,5,9,3,30Q150
Q151,DOE,Q,P.S. 151 Mary D Carter,,718-728-2676,50 - 05 31 Ave,11377,1,102,1009600,215302,smaison@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q151,2,3,3,30Q151
Q152,DOE,Q,P.S. 152 Gwendoline N Alleyne School,,718-429-3141,33 - 52 62 St,11377,1,36,1011858,213657,walameda2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q152,5,9,3,30Q152
Q153,DOE,Q,P.S. 153 Maspeth Elem,,718-821-7850,60 - 02 60 Ln,11378,1,18,1010888,200281,sbauer@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q153,5,9,3,24Q153
Q154,DOE,Q,P.S. 154 Queens,,718-591-1500,75 - 02 162 St,11366,1,36,1037682,204068,tdavids2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q154,3,3,3,25Q154
Q155,DOE,Q,P.S. 155,,718-529-0767,130 - 02 115 Ave,11420,1,54,1036906,186866,gjacobs@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q155,3,3,3,27Q155
Q156,DOE,Q,P.S. 156 Laurelton,,718-528-9173,229 - 02 137 Ave,11413,1,54,1055567,184448,emoore22@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q156,2,7,3,29Q156
Q159,DOE,Q,P.S. 159,,718-423-8553,205 - 01 33 Ave,11361,1,44,1044151,219759,26q159@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q159,2,3,3,26Q159
Q160,DOE,Q,P.S. 160 Walter Francis Bishop,,718-526-5523,109 - 59 Inwood St,11435,1,90,1039710,190041,thicks2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q160,2,3,3,28Q160
Q161,DOE,Q,P.S. 161 Arthur Ashe School,,718-441-5493,101 - 33 124 St,11419,1,28,1033865,190834,jhoder@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q161,5,9,3,28Q161
Q163,DOE,Q,P.S. 163 Flushing Heights,,718-353-2514,159 - 01 59 Ave,11365,1,18,1037238,209213,nbullen@ps163.org,http://schools.nyc.gov/schoolportals/25/q163,5,9,3,25Q163
Q164,DOE,Q,P.S. 164 Queens Valley,,718-544-1083,138 - 01 77 Ave,11367,1,90,1033174,202135,latchison@schools.nyc.gov,http://psms164.com,2,3,3,25Q164
Q165,DOE,Q,P.S. 165 Edith K Bergtraum,,718-263-4004,70 - 35 150 St,11367,1,46,1034688,205168,rdemillio2@schools.nyc.gov,http://ps165q.net,2,7,3,25Q165
Q166,DOE,Q,P.S. 166 Henry Gradstein,,718-786-6703,33 - 09 35 Ave,11106,1,36,1004706,215185,30q166@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q166,2,7,3,30Q166
Q169,DOE,Q,P.S. 169 Bay Terrace,,718-428-6160,18 - 25 212 St,11360,1,36,1045527,224504,oforesta@schools.nyc.gov,http://ps169.org,2,3,3,25Q169
Q171,DOE,Q,P.S. 171 Peter G Van Alst,,718-932-0909,14 - 14 29 Ave,11102,1,64,1003909,220192,abussel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q171,2,3,3,30Q171
Q173,DOE,Q,P.S. 173 Fresh Meadows,,718-358-2243,174 - 10 67 Ave,11365,1,36,1040985,206840,mwang@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q173,3,3,3,26Q173
Q174,DOE,Q,P.S. 174 William Sidney Mount,,718-897-7006,65 - 10 Dieterle Cres,11374,1,36,1022668,201888,lhui2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q174,2,3,3,28Q174
Q175,DOE,Q,P.S. 175 The Lynn Gross Discovery School,,718-897-8600,64 - 35 102 St,11374,1,46,1025050,205563,pcooper3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q175,2,3,3,28Q175
Q176,DOE,Q,P.S. 176 Cambria Heights,,718-525-4057,120 - 45 235 St,11411,1,54,1059157,188949,abartle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q176,2,3,3,29Q176
Q178,DOE,Q,P.S. / I.S. 178 Holliswood,,718-464-5763,189 - 10 Radnor Rd,11423,1,36,1046031,203298,jambert@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q178,3,3,3,26Q178
Q181,DOE,Q,P.S. 181 Brookfield,,718-528-5807,148 - 15 230 St,11413,1,72,1052807,178368,dwheele2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q181,2,3,3,29Q181
Q183,DOE,Q,P.S. 183 Dr. Richard R Green,,718-634-9459,2 - 45 Bch 79 St,11693,1,36,1038210,154094,jromero6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q183,3,3,3,27Q183
Q184,DOE,Q,P.S. 184 Flushing Manor,,718-352-7800,163 - 15 21 Rd,11357,1,54,1039710,222873,mmckeonbaker@schools.nyc.gov,http://ps184q.com,3,2,3,25Q184
Q186,DOE,Q,P.S. 186 Castlewood,,718-831-4021,252 - 12 72 Ave,11426,1,30,1061373,212506,mhaidar@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q186,2,3,3,26Q186
Q188,DOE,Q,P.S. 188 Kingsbury,,718-464-5768,218 - 12 Hartland Ave,11364,1,36,1052575,207566,jcaraisco@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q188,2,3,3,26Q188
Q191,DOE,Q,P.S. 191 Mayflower,,718-831-4032,85 - 15 258 St,11001,1,36,1064960,206867,mranier@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q191,3,3,3,26Q191
Q193,DOE,Q,P.S. 193 Alfred J Kennedy,,718-767-8810,152 - 20 11 Ave,11357,1,126,1036994,227972,nbellomo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q193,2,3,3,25Q193
Q195,DOE,Q,P.S. 195 William Haberle,,718-723-0313,253 - 50 149 Ave,11422,1,72,1057591,177209,bbailey@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q195,2,3,3,29Q195
QBBH,NYCEEC,Q,"New Milestone, Inc.",,718-539-2068,13254 Pople Ave,11355,1,20,1031169,213849,new.milestone01@yahoo.com,,2,7,1,25QBBH
Q196,DOE,Q,P.S. 196 Grand Central Parkway,,718-263-9770,71 - 25 113 St,11375,1,36,1029254,202670,smiglia@schools.nyc.gov,http://ps196q.edublogs.org,5,9,3,28Q196
Q197,DOE,Q,P.S. 197 The Ocean School,,718-327-1083,825 Hicksville Rd,11691,1,90,1055406,157947,cvillav@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q197,2,3,3,27Q197
Q199,DOE,Q,P.S. 199 Maurice A Fitzgerald,,718-784-3431,39 - 20 48 Ave,11104,1,36,1004697,208838,ainzeri@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q199,5,9,3,24Q199
Q200,DOE,Q,P.S. / M.S. 200 - The Pomonok School & Star Academy,,718-969-7780,70 - 10 164 St,11365,1,54,1038160,205716,ecortes@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q200,2,3,3,25Q200
Q201,DOE,Q,P.S. 201 The Discovery School For Inquiry And Research,,718-359-0620,65 - 11 155 St,11367,1,72,1036049,207643,rlozada@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q201,3,3,3,25Q201
Q203,DOE,Q,P.S. 203 Oakland Gardens,,718-423-8652,53 - 11 Springfield Blvd,11364,1,54,1050742,213922,cnussbaum@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q203,2,3,3,26Q203
Q205,DOE,Q,P.S. 205 Alexander Graham Bell,,718-464-5773,75 - 25 Bell Blvd,11364,1,36,1051729,208208,kpiazza2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q205,2,2,3,26Q205
Q206,DOE,Q,P.S. 206 The Horace Harding School,,718-592-0300,61 - 02 98 St,11374,1,18,1022823,206785,jthomas4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q206,5,9,3,28Q206
Q207,DOE,Q,P.S. 207 Rockwood Park,,718-848-2700,159 - 15 88 St,11414,1,36,1027497,179092,edavies@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q207,2,3,3,27Q207
Q209,DOE,Q,P.S. 209 Clearview Gardens,,718-352-3939,16 - 10 Utopia Pkwy,11357,1,18,1040977,224912,mmcdonn@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q209,2,3,3,25Q209
Q212,DOE,Q,P.S. 212,,718-898-6973,34 - 25 82 St,11372,1,18,1016205,213688,oflores@schools.nyc.gpv,http://schools.nyc.gov/schoolportals/30/q212,5,9,3,30Q212
Q213,DOE,Q,P.S. 213 The Carl Ullman School,,718-423-8747,231 - 02 67 Ave,11364,1,72,1054700,211687,brevello@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q213,2,3,3,26Q213
Q214,DOE,Q,P.S. 214 Cadwallader Colden,,718-461-4055,31 - 15 140 St,11354,1,36,1031805,219915,dfuccil@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q214,2,3,3,25Q214
Q219,DOE,Q,P.S. 219 Paul Klapper,,718-793-2130,144 - 39 Gravett Rd,11367,1,54,1033062,207501,jardezzone@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q219,3,3,3,25Q219
Q220,DOE,Q,P.S. 220 Edward Mandel,,718-592-3030,62 - 10 108 St,11375,1,36,1025269,207631,jpizarr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q220,2,3,3,28Q220
Q221,DOE,Q,P.S. 221 The North Hills School,,718-423-8825,57 - 40 Marathon Pkwy,11362,1,18,1058701,215755,maprilakis@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q221,5,9,3,26Q221
Q222,DOE,Q,P.S. Q222 - Fire Fighter Christopher A Santora School,,718-429-2563,86 - 15 37 Ave,11372,1,36,1017503,212705,30q222@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q222,5,9,3,30Q222
Q223,DOE,Q,P.S. 223 Lyndon B Johnson,,718-322-9012,125 - 20 Sutphin Blvd,11434,1,30,1042668,184951,dotto@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q223,2,3,3,27Q223
Q228,DOE,Q,P.S. 228 Early Childhood Magnet School Of The Arts,,718-899-5799,32 - 63 93 St,11369,1,28,1018910,215074,oguzman@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q228,5,9,3,30Q228
Q229,DOE,Q,P.S. 229 Emanuel Kaplan,,718-446-2120,67 - 25 51 Rd,11377,1,36,1012873,206947,sajwani@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q229,2,3,3,24Q229
Q234,DOE,Q,P.S. 234,,718-956-2760,30 - 15 29 St,11102,1,36,1005540,218753,ddanner@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q234,2,3,3,30Q234
Q239,DOE,Q,P.S. 239,,718-417-2840,17 - 15 Weirfield St,11385,1,36,1010857,194024,MDzwone@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q239,2,7,3,24Q239
Q242,DOE,Q,P.S. 242 Leonard P Stavisky Early Childhood School,,718-445-2902,29 - 66 137 St,11354,1,36,1030751,219785,pcosta@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q242,2,3,1,25Q242
Q244,DOE,Q,The Active Learning Elementary School,,718-445-5730,137 - 20 Franklin Ave,11355,1,36,1032411,214241,lkovvuri@schools.nyc.gov,http://ps244q.org,2,3,3,25Q244
Q251,DOE,Q,P.S. 251 Queens,,718-276-2745,144 - 51 Arthur St,11413,1,36,1050999,181758,eloncke@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q251,2,3,1,29Q251
Q253,DOE,Q,P.S. 253,,718-327-0895,1307 Central Ave,11691,1,30,1053949,160637,jfougere@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q253,2,3,3,27Q253
Q254,DOE,Q,P.S. 254 - The Rosa Parks School,,718-846-1840,84 - 40 101 St,11418,1,36,1026443,193246,ndrouil@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q254,2,3,3,27Q254
Q266,DOE,Q,P.S. / I.S. 266,,718-479-3920,74 - 10 Commonwealth Blvd,11426,1,18,1059605,211058,lnestor2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q266,5,9,3,26Q266
Q270,DOE,Q,The Gordon Parks School,,718-341-8280,233 - 15 Merrick Blvd,11422,1,18,1057353,185310,pwheeler2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q270,5,9,3,29Q270
Q273,DOE,Q,P.S. 273,,718-286-8300,88 - 07 102nd St,11418,1,36,1027416,192016,BWard2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q273,2,3,3,27Q273
Q290,DOE,Q,A.C.E. Academy For Scholars At The Geraldine Ferraro Campus,,718-571-6900,55 - 20 Metropolitan Ave,11385,1,36,1013850,204584,aceacademyforscholars@gmail.com,http://ps290elementaryschool.com,2,3,3,24Q290
Q295,DOE,Q,P.S. / I.S. 295,,718-464-1433,222 - 14 Jamaica Ave,11428,1,54,1058685,201984,dlavignejones@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q295,5,9,3,29Q295
Q303,DOE,Q,The Academy For Excellence Through The Arts,,718-459-1358,108 - 55 69 Ave,11375,1,36,1027493,203703,bleto2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q303,2,7,3,28Q303
Q305,DOE,Q,Learners And Leaders,,718-366-1061,378 Seneca Ave,11385,1,36,1007824,196826,lbotfel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q305,5,9,3,24Q305
Q306,DOE,Q,New York City Academy For Discovery,,718-441-2165,95 - 16 89th Ave,11421,1,36,1026235,191305,cleone8@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q306,2,3,3,27Q306
Q316,DOE,Q,Queens Explorer's Elementary,,718-558-7088,90 - 07 101st Ave,11416,1,216,1025871,188263,ps316ozonepark@gmail.com,http://schools.nyc.gov/schoolportals/27/q316,2,3,3,27Q316
Q317,DOE,Q,Waterside Children's Studio School,,718-634-1344,190 Bch 110 St,11694,1,54,1031038,150951,watersidecss@gmail.com,http://schools.nyc.gov/schoolportals/27/q317,3,3,3,27Q317
Q333,DOE,Q,Goldie Maple Academy,,718-945-3300,3 - 65 Bch 56 St,11692,1,72,1043527,155806,alogansmith@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q333,2,3,3,27Q333
Q342,CHARTER,Q,"Rochdale Early Advantage Charter School, The",,718-978-0075,122 - 05 Smith St,11434,1,36,1045782,186986,tmuniz@recschool.com,,2,1,2,28Q342
Q343,DOE,Q,The Children's Lab School,,718-361-3300,45 - 45 42nd St,11104,1,36,1005703,209569,info@ps343.org,http://ps343.org,2,3,3,24Q343
Q349,DOE,Q,P.S. 349,,718-935-3608,88 - 08 164thÿstreet,11432,1,36,1040216,197455,TBatesHowell@schools.nyc.gov,,5,9,3,28Q349
Q354,DOE,Q,P.S. 354,,718-276-1348,126 - 10 Bedell St,11434,1,72,1046831,186978,raskew@schools.nyc.gov,http://ps354.org,2,3,3,28Q354
Q360,DOE,Q,P.S. 360,,718-935-3610,199 - 10 112 Ave,11412,1,36,1051823,195289,RCooke3@schools.nyc.gov,,9,9,3,29Q360
