,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
583,"Talstr. 300, 40822 Dusseldorf, North Rhine-Westphalia, Germany",NA,1,NA,6.951052,51.2264795,NA,Neanderthal Museum,49 0 2104 - 97 97 97,13,4.0,212,164
584,"Avenue du Cotentin | PA La Fourchette, 50500 Catz, France",NA,0,NA,-1.1958374,49.3052366,NA,Normandy Tank Museum,+33 (0)2 33 44 39 45,1,4.5,189,1
585,"2727 S Rockford Rd, Tulsa, OK 74114-4104","This vast art museum, housed in an Italian style villa, has numerous exhibits from European, American, Asian, Native American and African artists and is surrounded by acres of lush gardens.",0,NA,-95.96989789999999,36.1237708,NA,Philbrook Museum of Art,800-324-7941,1,5.0,801,110
586,"Route 617, Schuyler, VA",NA,0,NA,-78.7583432,37.8131025,NA,Walton's Mountain Museum,434-831-2000 ,1,4.0,161,2
587,"255 Beach Dr NE, St. Petersburg, FL 33701-3498","From a legendary permanent collection, to compelling traveling exibitions, the MFA is ready to inspire with diverse and ever-changing opportunities to experience art. Discover over 4,500 years of civilization in thousands of objects ranging from antiquity to the present- the only comprehensive art collection of its kind on Florida's west coast.",0,NA,-82.6318678,27.7744731,2-3 hours ,Museum of Fine Arts,727 896 2667,7,4.5,584,120
588,"Rue Esseghem 135 | Avenue Woeste, Jette, Brussels 1090, Belgium",NA,0,NA,4.3334206,50.8742758,NA,Rene Magritte House Museum,32 (02) 428-2626,1,4.0,"1,686",3
589,"Taman Sampoerna 6, Surabaya 60163, Indonesia",NA,2,NA,112.733392,-7.231026999999999,NA,Sampoerna Museum,+62 31 3539000 ,1,4.0,896,85
590,"Placa del Rei, s/n | Barri Gotic, 08002 Barcelona, Spain","Ancient and medieval Barcelona in the monumental ensemble beneath Plaa del Rei, organised in the 20th century. A tour through 4,000 square metres in an underground archaeological site that takes us from Barcino to Barcinona. Exhibition on the emergence of the medieval city. Visit to the Palau Reial Major palace.",1,NA,2.1774095,41.3840937,1-2 hours ,Museu d'Historia de Barcelona - MUHBA,+34 932 56 21 22,34,4.5,"1,259",648
591,"200 W Jones Ave, San Antonio, TX 78215-1402","The San Antonio Museum of Art is housed in a historic brewery along the banks of the Museum Reach of the Riverwalk. The Museum offers important permanent collections of Egyptian, Greek and Roman antiquities, Asian art, Latin American art, contemporary art and American paintings. The museum offers a variety of programs and a cafe. Visit our website for admission pricing and more information. Free general admission every Tuesday 4 - 9 p.M. And Sunday 10 a.M.- Noon",1,Yes ,-98.48215970000001,29.4373035,2-3 hours ,San Antonio Museum of Art,+1 210-978-8100,15,4.5,557,255
592,"Avenida Del Libertador 1473, Buenos Aires C1425AAA, Argentina",Theres no fee to enter this fine museum housing significant works of the European masters from pre-Renaissance days to the present and a vast collection of 19th- and 20th-century Argentine sculptures and paintings.,3,NA,-58.3929704,-34.5839861,NA,Museo Nacional de Bellas Artes,+54 52889900,9,4.5,"4,476",656
593,"Prinsengracht 112, 1015 EA Amsterdam, The Netherlands",NA,0,NA,4.8842403,52.3763804,NA,Amsterdam Cheese Museum,31203316605,54,4.0,644,451
594,"Via Paolo Ferrari 85, 41121, Modena, Italy","Museo Casa Ezno Ferrari (Enzo Ferrari's Birthplace Museum) includes the restored house where he was born and a new futuristic automotive design gallery with a yellow cover, designed by the architect Jan Kaplick. It is located in Modena; the Birthplace hosts a permanent exhibition on the life of Ferrari's founder Enzo, while the gallery houses temporary exhibitions of vintage cars. The Museum opened 10th March 2012.",0,NA,10.9356133,44.651504,NA,Museo Casa Enzo Ferrari,390594397979,3,4.5,"1,315",128
595,"Rizari 2, Athens, Greece","In 1964, the Hellenic State decided to found the War Museum, wishing to honor all those who fought for our country and its freedom.The design of the museum was undertaken by a team of distinguished scientists, headed by Professor Thoukidides Valentis of the National Technical university of Athens (N.T.U.A).On July 18, 1975, the President of the Hellenic Republic H.E. Constantine Tsatsos and the Minister of National Defense Evangelos Averof-Tositsas inaugurated the Museum.Its various activities include the publication of books, the establishment and maintenance of monuments and memorials and the aid to services and agencies all over Greece.The Museums exhibition areas are distributed over four levels (floors) and present images of Greek history from antiquity to the present.",0,NA,23.745742,37.9754632,NA,War Museum of Athens,+30 21 0729 0543,42,4.5,205,324
596,"233 5th Ave, New York City, NY 10016-8733","The mission of the Museum of Sex is to preserve and present the history, evolution and cultural significance of human sexuality. The museum produces exhibitions, publications and programs that bring the best of current scholarship on sex and sexuality to the widest possible audiences and is committed to encouraging public enlightenment, discourse and engagement.",0,NA,-73.9872646,40.7440298,1-2 hours ,Museum of Sex,12126896337,397,2.5,687,"1,028"
597,"Rue de l'Eglise 7, La Gleize 4987, Belgium","The December 44 Museum is located in the hearth of the Belgian Ardennes, in the village of La Gleize, where the Battle of the Bulge was fought, on the northern part of the offensive. Surrounded by American airborne, armored and infantry forces, 800 German survivors of the 1st Panzer SS, a ""Leibstandarte Adolf Hitler"" elite division, lead by Peiper, fled on Christmas Eve leaving behind 135 armoured vehicles including the 69 tonne King Tiger tank, still visible at the museum.The museum accurately recounts these tragic events through one of the most important collection in Europe, most of it collected on the very battlefield where it was fought.",0,NA,5.8444831,50.41141649999999,NA,December 44 Historical Museum,+32 (0)80 78 51 91,1,4.5,121,1
598,"72 boulevard de Clichy, 75018 Paris, France","This seven-story museum houses a collection of erotic artifacts from around the world, including paintings, pottery, miniatures and much more.",0,NA,2.333787,48.8836857,NA,Museum of Eroticism (Musee de l'Erotisme),+33 1 42 58 28 73,260,3.5,277,"1,004"
599,"245 W Olney Rd, Norfolk, VA 23510-1509",NA,0,NA,-76.2928793,36.8564944,NA,Chrysler Museum of Art,757-664-6200,1,5.0,604,63
600,"Schlachthofstr. 2a, 70188 Stuttgart, Baden-Wurttemberg, Germany",NA,0,NA,9.220012299999999,48.7857826,NA,Schweine-Museum,4971166419600,25,4.0,142,129
601,"860 Terry Ave N, Seattle, WA 98109-4330","The Museum of History & Industry (MOHAI) is dedicated to enriching lives by preserving, sharing and teaching the diverse history of Seattle, the Puget Sound region and the nation.",0,NA,-122.3366394,47.62758640000001,2-3 hours ,Museum of History & Industry,12063241126,17,4.5,558,423
602,"ul. Minska 25 | entrance from Glucha street, Warsaw 03-808, Poland","We are glad to invite you to our private communist museum. This is the first idea in Warsaw to show how people used to live during communist times. You can see typical furniture, everyday use things as famous washing mashine ""Frania"", tv-set ""Rubin"" or unique ""Saturator"". There are few different sections, where you can experience propaganda, lifestyle, politics or ordinary day from the times. The exposition is a perfect background to the history of Communism in Poland.",0,NA,21.0605487,52.2488327,<1 hour ,Czar PRL - Life under Communism Museum,+48 606 225 525,44,4.5,139,257
603,"Kronprinsessegade 30/32, Copenhagen 1306, Denmark",NA,1,NA,12.5822063,55.6842907,NA,The David Collection,+45 33 73 49 49,6,4.5,673,325
604,"Museum & Art Gallery The Strand, Derby DE1 1BS, England","Derby Museums is an independent trust and organisation run for, and on behalf of, the people of Derby. We provide a museums and arts service, accessible to everyone, and are responsible for the curation of all the artefacts and works of art entrusted to us, and the buildings in which these are held. Our aim as a new organisation is to bring as many of these objects into the public domain as is practically possible and exhibit them in ways that delight and inspire. We also run education and learning programmes, and hold events and exhibitions with the purpose of sharing knowledge and inspiring creativity and making amongst the people of Derby. As well as schools and student learning, we run many events for adults and groups, as well as families. Our collections and the information we hold about them are as unique as our location and history; we are a city continually shaped and driven by creativity and innovation, located in a valley that changed the world. The services we provide are also designed to promote the city: using its rich and important past to inspire its future.",0,NA,-1.4793369,52.9227129,NA,Derby Museum and Art Gallery,01332 641901,2,4.5,339,64
605,"High Pole Hill Road, Provincetown, MA 02657","This monument commemorates the Pilgrim's first landing in Provincetown (not Plymouth), where they conceived, wrote and committed to the Mayflower Compact - the foundational document for the democracy America enjoys today. The Monument is the tallest all-granite structure in the U.S. rising 353 feet above sea level, and at the top, visitors are provided the most spectacular view of Cape Cod.In addition to the MOnument, the Provincetown Museum presents the unique cultural heritage of this historic town with special exhibitions and permanent displays.The Monument and Museum has ample parking, is open daily from APril 1st through November 30, and NEW this year - a food concession call the ""Shallop Cafe"" where visitors can enjoy a picnic lunch overlooking Provincetown and the Bay.",0,NA,-70.18848779999999,42.053017,1-2 hours ,Pilgrim Monument & Provincetown Museum,508-487-1310,4,4.5,907,70
606,"4 North Parade Passage, Bath BA1 1NX, England","The home of the ""Sally Lunn Bun"" is the oldest house in Bath, which features a kitchen museum reflecting Roman, Saxon and medieval heritage.",2,NA,-2.3575129,51.3806509,NA,Sally Lunn's Museum,44-1225-461634,17,4.0,901,150
607,"Linnankatu 72, Turku 20100, Finland","The Forum Marinum Maritime Centre is a lively and versatile centre for maritime activities, comprising a national special maritime museum, and the Finnish Navy Museum.",0,NA,22.2343123,60.4368017,NA,Forum Marinum Maritime Centre,+358 2 2679511,6,4.5,115,62
608,"Via Santa Spirito 10 Via Gesu' 5, 20121 Milan, Italy",The Bagatti Valsecchi Museum is a historic house museum that exquisitely expresses an extraordinary adventure of collecting at the end of the 19th century. The protagonists were two brothers: the Barons Fausto and Giuseppe Bagatti Valsecchi.,0,Yes ,9.1950121,45.4694808,<1 hour ,Bagatti Valsecchi Museum,390276006132,29,4.5,347,622
609,"1311 N Pearl St, Denver, CO 80203-2518","Kirkland Museum of Fine & Decorative Art is temporarily closed to expand our universe! The museums new building, located at 12th Avenue and Bannock Street and expected to open in fall 2017, will offer visitors an enhanced experience with approximately 65% more display space while staying true to the salon style and intimate atmosphere for which the Kirkland is known.",0,NA,-104.9802503,39.7370796,NA,Kirkland Museum of Fine & Decorative Art,+1 303-832-8576,16,4.5,268,231
610,"No.2 Science Museum Road, Tsim Sha Tsui East, Kowloon, Hong Kong, China","The Science Museum offers more than 500 exhibits, most of which are interactive to encourage exploration. With all the hands-on and engaging activities, it's the perfect way to spend an rainy day with the kids.",2,Yes ,114.177587,22.301043,2-3 hours ,Hong Kong Science Museum,85227323232,38,4.0,588,789
611,"Bard, Italy","Fortress of Bard complex is the protagonist of a wide project aimed at the creation of a cultural pole in the Western Alps of Italy. From impregnable defence for the valley the Fortress has been transformed into a gateway to the Alps culture and traditions, with a museum centre in the forefront of the international scenery dedicated to the mountain. Nowadays the Fortress offers only a part of the several activities planned by the project, whose purpose is to bring together innovative cultural spaces, services and accommodation in one single structure. To complete the project, in addition to the Museum of the Alps, The Childrens Alps, and the space for temporary exhibitions, Fortress of Bard will host two other museums (Frontiers Museum; Fortress Museum), an info-point to promote the cultural artistic heritage of Valle dAosta Region (already working); a school area provided with a lecture room for lessons, meetings and film projections; two conference rooms; a media centre; historical and thematic paths; a small refined hotel, a restaurant and a caf (already working).",0,NA,7.7455303,45.6090947,NA,Forte di Bard,39 0125 833811,1,4.5,"1,527",5
612,"1410 College Drive, Northwestern Michigan College, Traverse City, MI 49686","Located on the campus of Northwestern Michigan College, the Dennos Museum Center offers an ongoing array of changing exhibits in the arts and sciences. The museum holds and exhibits one of the largest and most historically complete collections of stone sculpture, prints and drawings by the Inuit artists of the Canadian Arctic, in the United States. Its hands-on Discover Gallery features interactive engagement with the arts and sciences.",0,NA,-85.62063169999999,44.7630567,NA,Dennos Museum Center,231-995-1055,14,4.5,114,107
613,"5-20 Takaramachi, Kure 737-0029, Hiroshima Prefecture",NA,0,NA,132.5558472,34.2411466,NA,Yamato Museum,+81 823-25-3017,2,4.5,486,52
614,"800 W Olympic Blvd, Ste. A245, Los Angeles, CA 90015-1360",NA,2,NA,-118.2653836,34.0448196,NA,The Grammy Museum,213.765.6800,28,4.5,574,502
615,"106 Showplace Blvd, Pigeon Forge, TN 37863-4977","Don't miss the biggest - and most photographed - thing to do in Pigeon Forge, TN! The world-famous Hollywood Wax Museum gives guests the opportunity to rub elbows with your favorite A-listers. Get up close and personal with celebrities for fun photos (you choose the poses!) and learn little-known facts about their pets, pet peeves, and accomplishments. See for yourself why so many PIgeon Forge vacationers feel this is one of the best things to do in the Smoky Mountains.",4,NA,-83.5774612,35.8152036,1-2 hours ,Hollywood Wax Museum,(865) 428-5228,21,4.0,"1,619",86
616,"Paseo Prado 5, 28014 Madrid, Spain",The Madrid Naval Museum is a State institution which belongs to the Ministry of Defense. The Museum is under the organic command of the Admiral Chief of Naval Staff and is governed by a Board of Trustees (Real Patronato).,2,Yes ,-3.6994521,40.4147216,2-3 hours ,Naval Museum,+34 915 23 85 16,32,4.5,931,705
617,"Place Georges Pompidou | Place Georges Pompidou, 75004 Paris, France",. The biggest collection of moderne and contemporary art in...,6,Yes ,2.3582788,48.8534275,2-3 hours ,Centre Pompidou,+33 1 44 78 12 33,57,4.0,"3,996","1,004"
618,"ul. Dajwor 18, Krakow 31-052, Poland","The Galicia Jewish Museum exists to commemorate the victims of the Holocaust and to celebrate the Jewish culture of Polish Galicia, presenting Jewish history from a new perspective.",1,Yes ,19.949548,50.0508084,2-3 hours ,Galicia Jewish Museum,(0048)12 4216842,28,4.5,356,235
619,"3050 Central Ave, Memphis, TN 38111-3316","The Pink Palace Museum is one of the largest facilities of its kind in the Southeast. You can walk through a replica of the first self-service grocery store in the country, Clarence Saunders' Piggly Wiggly. Explore the cultural and natural history of the Mid-South through exciting exhibits, dioramas, and audio-visuals. Trace Memphis' development from the time of Spanish explorers through the Civil War and the yellow fever epidemics. Learn from the award-winning medical exhibit how health care grew to be Memphis' largest industry.",2,NA,-89.9595329,35.1248831,NA,Pink Palace Museum,19016362362,17,4.0,434,147
620,"85, Dalhousie street, Quebec City, Quebec G1K 8R2, Canada","This museum is characterized by its innovative and daring outlook. It defines itself as a seat of knowledge and ideas, a museum endowed with valuable collections, an education centre and a living memory. It is located in the region's capital, Quebec City, in the heart of an historic district and close to Place Royale.",0,No ,-71.2021139,46.8150966,2-3 hours ,Musee de la Civilisation,418-643-2158,15,4.5,"1,270",205
621,"Toompea 8, Tallinn 10142, Estonia",This museum chronicles the years Estonia spent under Nazi and Soviet domination. ,0,NA,24.7394237,59.4325978,NA,Estonian Museum of Occupations,372 66 80 250,24,4.0,397,276
622,"just east Accademia along Gran Canal, 30123 Venice, Italy","This satellite gallery of the famous Guggenheim in New York occupies the 17th-century Customs House in Venice, featuring modern and contemporary works of art.",6,Yes ,12.3246165,45.4327573,2-3 hours ,Peggy Guggenheim Collection,+39-041-2405-411,12,4.5,"5,306",370
623,"59800 S Highway 97, Bend, OR 97702-7963","The museum, set on 135 acres of pine forest, has something for everyone. Explore the nature, culture and spirit of the High Desert through fun, interactive, indoor and outdoor exhibits. Encounter live animals, interact with living history characters at the Miller Ranch, visit the 1904 sawmill. See what life was like for pioneers, enjoy Western art and an extensive Native American collection. Special programs and events for all ages.",0,NA,-121.342104,43.967656,More than 3 hours ,High Desert Museum,+1 541-382-4754,1,4.5,"1,230",87
624,"27 W 10th St Apt 5, New York City, NY 10011-8772","This is not your grandma's museum tour. What we offer is a fun, group-oriented VIP museum adventure. You will be entertained... and learn a bit along the way. We strive to offer a brand new view of the Met, one that you wouldn't get by simply visiting the museum on your own. Not affiliated or endorsed by the Metropolitan Museum of Art. We are a collective of renegade museum educators who are dedicated to engaging people in museums as real people. We have degrees in art history, museum studies, theater, etc. and have worked in a wide variety of museums.",0,NA,-73.99676199999999,40.734214,1-2 hours ,Museum Hack,+1-800-778-5531,8,5.0,"1,175",558
625,"Celetna 596/15 | Prague 1, Old Town, Prague 110 00, Czech Republic",Visit in...,0,NA,14.424276,50.0872307,1-2 hours ,Grevin Praha,+420 226 776 776,46,4.5,397,883
626,"Parc de Montjuic, 08038 Barcelona, Spain","The Fundaci Joan Mir was created by Mir himself, at first principally with works from his own private collection, with a desire to set up an internationally recognised centre in Barcelona for Mir scholarship and contemporary art research, and to disseminate the collection. The Fundaci opened to the public on 10 June 1975 and has since become a dynamic centre in which Joan Mir's work coexists with cutting-edge contemporary art. With an interdisciplinary approach, the Fundaci organises temporary exhibitions of 20th and 21st century artists as well as academic activities and projects in collaboration with other institutions and organisations. Through its exhibition and educational programmes, the Fundaci Joan Mir explores lines of research linked to the work of Mir and to contemporary art. The Fundaci is located in a building designed by Josep Llus Sert, making it one of the few museums anywhere in the world in which the complicity between artist and architect underpins the dialogue between the works and the space that houses them. The Fundaci offers an overview of the landscapes of Joan Mir's art and life, creating an enriching dialogue with other artists from the 20th and 21st centuries.",3,Yes ,2.1573033,41.3635139,1-2 hours ,Fundacio Joan Miro,+34934439470,35,4.5,"2,443",648
627,"Pier 15, on the Embarcadero, San Francisco, CA 94111","Experience the Exploratorium, a hands-on museum of science, art, and human perception that's dedicated to the excitement of experimentation, the pleasure of discovery, and the power of play. Indulge your curiosity in over 600 exhibits-indoors and out-and explore eye-opening ways to understand the world around you. Don't miss the iconic Tactile Dome, where you can take an interactive excursion in total darkness using your sense of touch as your only guide (be sure to make a reservation in advance). There's also a unique museum store plus two delicious places to eat: the SeaGlass restaurant, which has a stunning Bay view, and the Seismic Joint cafe. Located at Pier 15 along San Francisco's Embarcadero between Pier 39 and the Ferry Building, the Exploratorium is easy to get to by public transportation (the F-Market & Wharves Historic Streetcar stops out front and it's a ten-minute walk from BART or MUNI) plus there's parking nearby. Tickets are available online (recommended) or at the door.",5,Yes ,-122.3976732,37.7992627,2-3 hours ,The Exploratorium,14155284444,11,4.5,"2,318",522
628,"Radnoti Miklos utca 18, Budapest 1137, Hungary",Hungary's first and Europe's largest continuously operating interactive pinball exhibition with unlimited trial of more than 130 pinball machines.,0,NA,19.054343,47.51456,2-3 hours ,Budapest Pinball Museum,+36 30 900 6091,12,5.0,560,415
629,"655 Main Rd | Moorilla Estate, Berriedale, Glenorchy, Tasmania 7011, Australia","Mona - the Museum of Old and New Art - is Australia's largest privately owned museum. It showcases owner David Walsh's collection, which includes more than 2000 artworks, antiquities and ethnographic pieces. The collection ranges from Egyptian funerary objects to some of the world's most infamous and thought-provoking contemporary art. Since opening in January 2011 it has welcomed more than 1.4 Million visitors. The 3.5 Ha site, just north of Hobart, also includes the Ether Building Function Centre, Moorilla winery and vineyard, Cellar Door, Wine Bar and Barrel Room, Void Bar, The Source Restaurant, a 63-seat cinema, the Mona Library and gallery, as well as eight contemporary accommodation pavilions. ",0,NA,147.2330077,-42.7954134,More than 3 hours ,Mona,+61 3 6277 9900,1,4.0,"4,225",2
630,"Campuhan | Campuan, Ubud 80361, Indonesia",NA,4,NA,NA,NA,NA,Don Antonio Blanco Museum,0062 361 975 502,18,4.0,950,119
631,"2-3-4 Shinko, Naka-ku, Yokohama 231-0001, Kanagawa Prefecture",NA,0,NA,139.6387583,35.4554814,NA,Cupnoodles Museum,+81 45-345-0918,9,4.0,950,423
632,"2,Sec. 1, Wuchuan W. Rd, Taichung, Taiwan",NA,1,NA,120.6746691,24.1631651,NA,National Taiwan Museum of Fine Arts,04-23723552,4,4.5,229,326
633,"99 Gansevoort St, New York City, NY 10014-1404","The Whitney Museum of American Art, founded in 1930 by the artist and philanthropist Gertrude Vanderbilt Whitney, houses the foremost collection of American art from the twentieth and twenty-first centuries. Mrs. Whitney, an early and ardent supporter of modern American art, nurtured groundbreaking artists at a time when audiences were still largely preoccupied with the Old Masters. From her vision arose the Whitney Museum of American Art, which has been championing the most innovative art of the United States for more than eighty years. The core of the Whitney's mission is to collect, preserve, interpret, and exhibit American art of our time and serve a wide variety of audiences in celebration of the complexity and diversity of art and culture in the United States. Through this mission and a steadfast commitment to artists themselves, the Whitney has long been a powerful force in support of modern and contemporary art and continues to help define what is innovative and influential in American art today.",0,NA,-74.0088604,40.7396091,1-2 hours ,Whitney Museum of American Art,+1 212-570-3600,13,4.5,"1,950",259
634,"Museumstrasse 2, Zurich 8001, Switzerland","Situated in an historic castle, this museum displays a collection of interesting artifacts from throughout Swiss history.",3,Yes ,8.5410057,47.3790236,2-3 hours ,Swiss National Museum,41 (0)44 218 65 11,14,4.0,684,202
635,"500 W Washington St, Indianapolis, IN 46204-2707","The museum houses Indian artifacts, as well as works by famous Western artists.",3,NA,-86.1677919,39.76857500000001,NA,The Eiteljorg Museum,317 636 9378,8,4.5,601,157
636,"2-14-21 Shin-Yokohama, Kohoku-ku, Yokohama  222-0033, Kanagawa Prefecture","We open 365days. Shin-Yokohama Raumen Museum was founded on March 6th, 1994 as the world's first food-themed amusement park. From the start, our concept has been to be the one-stop place to enjoy the flavors of this national dish from renowned shops across Japan without stepping on a plane. To commemorate our 20th anniversary, we've expanded on the Japan-wide concept to being one that covers areas worldwide, delivering even more of the attraction and fascination of ramen to one and all. Our nine ramen shops are showcased in a street-scape replication from the year 1958, Japan. It was in this year that the world's first instant ramen was invented.",0,NA,NA,NA,1-2 hours ,Shinyokohama Ramen Museum,+81 454710503,20,4.0,560,423
637,"On the road to Kamari Beach, 84700, Greece","Koutsoyannopoulos Wine Museum was awarded among the top 10 Wine Museums of the World. Located on the premises of the Family Winery is the only natural underground wine museum in all of Greece, which has an 8m depth and 300m length (like a Labyrinth). One that visits the Museum will learn on the history of wine making from 1660. Accompanied with one in the museum is an audio guide which is in 22 languages.",0,NA,NA,NA,1-2 hours ,Wine Museum Koutsoyannopoulos,302286031322,11,4.5,565,150
638,"1 Fine Arts Dr, Forest Park, Saint Louis, MO 63110-1380","Dedicated to Art and Free to All. Located in beautiful, historic Forest Park, the Saint Louis Art Museum hosts a world-class collection of art works and artifacts in one of the most impressive buildings in the city. The Museum recently completed a major expansion project, adding 21 new galleries for both collection and temporary exhibitions. Admission to the Museum is free every day, and admission to special exhibitions is free on Fridays.",0,NA,-90.2945546,38.6393065,NA,Saint Louis Art Museum,+1 314-721-0072,7,4.5,850,242
639,"Al Fatih Highway, Manama, Bahrain",NA,0,NA,50.5983111,26.2260887,NA,Bahrain National Museum,17 298 718,2,4.5,742,50
640,"1285 Kozukayama, Sengokuhara, Ashigarashimo-gun, Hakone-machi 250-0631 , Kanagawa Prefecture",NA,0,NA,139.0211072,35.26467,1-2 hours ,Pola Museum of Art,+81 460842111,2,4.5,425,91
641,"28A Dien Bien Phu St., Hanoi 10000, Vietnam","This repository of Vietnam's military history includes rooms full of war propganda, photographs and documents from wars against China, France, and the United States. The grounds feature several captured aircraft as well as a central structure build from the wreckage of French and American planes. Visitors may climb the flag tower, with great views from the top. ",2,Yes ,105.840332,21.031515,1-2 hours ,Vietnam Military History Museum,+84 (0) 4823-4264,30,4.0,941,241
642,"21 University Street, London WC1E 6DE, England","The Grant Museum is the only remaining university zoological museum in London. It houses around 67,000 specimens, covering the whole of the Animal Kingdom. Founded in 1827 as a teaching collection, the Museum is packed full of skeletons, mounted animals and specimens preserved in fluid. Many of the species are now endangered or extinct including the Tasmanian Tiger or Thylacine, the Quagga, and the Dodo. The Museum relocated to a new larger space on March 2011.",1,NA,-0.1355255,51.52345769999999,NA,Grant Museum of Zoology,020 3108 2052,91,4.5,297,"1,443"
643,"925 Camp St, New Orleans, LA 70130-3907","The range of the collections include painting, sculpture, photography, self-taught art, ceramics and mixed media by Southern artists.",1,NA,-90.0713102,29.9436584,NA,Ogden Museum of Southern Art,+1 504-539-9600,38,4.5,419,319
644,"53 avenue des Terroirs de France, 75012 Paris, France","The Pavillons de Bercy-Muse des Arts Forains house one of the largest collections of entertainment and fairground art's objects. They are located in ancient wine warehouses built by a Gustave Eiffel apprentice in the end of the 19th century. Discover the site and its four venues: Thatre du Merveilleux (Thetre of Marvels), Salons Vnitiens (Venetian Rooms), Thtre de Verdure (Vegetal outdoor area) and the Muse des Arts Forains (Museum of Fairground Art), all displayed with themes such as Cabinet of curiosities, Venetian carnival, Extraordinary gardens and funfairs of the Belle Epoque (End of the 19th century). This private museum is opende throughout the year, only by apointement in order to experiment the spirit of the place in a lively and participative tour. The guides takes the visitor on an out of time journey, enables them to ride carousels and listen to an automaton show. The Pavillons de Bercy are opened to visit throughout the year only by appointment. And exceptionnally without booking twice a year during the European Heritage Days and Festival du Merveilleux. All the venues can also be rented for private events.",0,NA,2.3892282,48.8326049,1-2 hours ,Musee des Arts Forains,+33 1 43 40 16 22,41,4.5,595,"1,004"
645,"Alameda Antonio Brennand | Vrzea, Recife, State of Pernambuco 50741-904, Brazil",NA,0,NA,-122.2416355,37.7652065,NA,Instituto Ricardo Brennand,+55(81)2121-0352,1,5.0,"6,464",194
646,"No.1 Guanqian Road, Bei District, Taichung, Taiwan",NA,2,NA,120.6664264,24.1574573,NA,National Museum of Natural Science,04-23226940,2,4.5,383,326
647,"Volhonka St., 12, Moscow 119019, Russia","The Pushkin State Museum of Fine Arts (Russian:    . .. ) is the largest museum of European art in Moscow, located in Volkhonka street, just opposite the Cathedral of Christ the Saviour. The International musical festival Svyatoslav Richter's December nights has been held in the Pushkin museum since 1981.",5,Yes ,37.6050955,55.7473311,2-3 hours ,Pushkin State Museum of Fine Arts,7-495-697-95-78,20,4.5,"1,212","2,279"
648,"Paseo Sierra de Atapuerca s/n, 09002 Burgos, Spain",NA,0,NA,-3.6965922,42.3400917,NA,Museo de la Evolucion Humana,34 947 257103,5,4.5,"1,023",57
649,"15 rue de l Epee, 68100 Mulhouse, France","With 400 vehicles on show, the Schlumpf Collection is certainly the most prestigious collection in the world. This is demonstrated by the two Bugatti Royales, including the famous Coup Napolon, the 150 Bugatti, Hispano-Suiza, Ferrari, Rolls-Royce, Maserati, Maybach, Mercedes models, etc. From the first car, a Panhard-Levassor from 1894, to the present day, the Cit de l'Automobile brings the saga of the automobile to life. A living history as visitors can start a vintage car with a crank.",0,NA,7.330830799999998,47.75945979999999,NA,Cite de l'Automobile - Collection Schlumpf,0389332323,1,4.5,"1,493",33
650,"1675 Lower Water St, Halifax, Nova Scotia B3J 1S3, Canada",Immerse yourself in the rich marine history depicted by this museum's vast collection from binnacles and buoys to anchors and armaments.,0,NA,-63.5707901,44.6475327,NA,Maritime Museum of the Atlantic,902-424-7890 ,6,4.5,"1,821",130
651,"953 Eden Park Dr, Cincinnati, OH 45202-1557","One of the most prestigious art museums in the country, with over 100,000 works of art, this grandiose building atop an Eden Park hill, is well-known for its 19th-century European and American paintings, but also contains numerous other works including an outstanding pottery gallery.",0,NA,-84.49710499999999,39.1139696,NA,Cincinnati Art Museum,513-639-2995,6,4.5,627,163
652,"Al-Muraba - King Abdul Aziz Historical Center, Riyadh 11481, Saudi Arabia","The history of Islam is the major focus of this museum, which consists of 10 galleries, courtyards and a section that houses fancy cars and other belongings of the founding king of Saudi Arabia.",0,NA,46.7103848,24.6485998,NA,National Museum,NA,1,4.5,378,60
653,"401 W Kennedy Blvd, Tampa, FL 33606-1450","Once the Tampa Bay Hotel, this museum focuses on the hotel's role in the Spanish-American War.",4,NA,-82.46414519999999,27.946377,NA,Henry B. Plant Museum,813-254-1891,15,4.5,481,186
654,"907 Yukon Dr, Fairbanks, AK 99775-9702","See the state's largest collection of gold and a mummified steppe bison, explore the art of Alaska and discover treasures from thousands of years of cultural history.",0,NA,-147.8412227,64.85833029999999,2-3 hours ,University of Alaska Museum of the North,+1 907-474-7505,4,4.5,"1,462",92
655,"745 N Gene Autry Trl, Palm Springs, CA 92262-5464","Rated by CNN as one of the top 14 Air Museums in the World. This facility Gives visitors an up-close look at the legendary fighters and bombers of WWII, Korea, and Vietnam.",2,NA,-116.504978,33.8325247,NA,Palm Springs Air Museum,+1 760-778-6262,2,4.5,"1,152",114
656,"Jln. Pintu Besar Utara 3, Jakarta 11110, Indonesia","Once the first banks of Indonesia, now a museum of banking in Indonesia.",0,No ,106.813284,-6.136910400000001,1-2 hours ,Museum Bank Indonesia,62-21-2600158,5,4.0,565,242
657,"Cihelna 2B | Mala Strana, Prague 118 00, Czech Republic",Multimedia exhibit of Kafka memorabilia that includes photographs and original letters. ,2,Yes ,14.40991,50.0879921,2-3 hours ,Franz Kafka Muzeum,420 257535373,56,4.0,763,883
