,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
371,"21 Edwards St, Springfield, MA 01103-1548","The Springfield Museums, located in the heart of downtown Springfield, Massachusetts, is comprised of four world-class museums covering art, history, and science, plus the Dr. Seuss National Memorial Sculpture Garden.",0,NA,-72.58634119999999,42.103713,More than 3 hours ,Springfield Museums,+1 413-263-6800,2,4.5,291,40
372,"100 W 11th St, Roswell, NM 88201-4910","Founded in 1937, the Roswell Museum and Art Center is home to an extensive collection of southwestern art, the equipment and workshop of pioneering rocketeer Robert H. Goddard, and the Rogers Aston Collection of the American West, which encompasses historical southwestern artifacts spanning from the sixteenth through the twentieth centuries.",0,NA,-104.5278856,33.4043631,1-2 hours ,Roswell Museum & Art Center,+1 575-624-6744,3,4.5,213,24
373,"67 Grove St, Sandwich, MA 02563-2110 (Formerly Heritage Plantation)",You can enjoy more than 70 acres of gardens after visiting the art and history museums at the Heritage.,0,NA,-70.5075672,41.7494461,NA,Heritage Museums & Gardens,508 888 3300,1,4.5,609,37
374,"600 N Carson St, Carson City, NV 89701-4004","This museum focuses on the rich natural and cultural heritage of the ""Silver State."" Visit to learn about local wildlife, see the bones of pre-historic creatures found in the area and the Ichthyosaur Shonisaurus popularis, Nevada's state fossil.",0,NA,-119.767407,39.167732,NA,Nevada State Museum,(775) 687-4810,1,4.5,253,42
375,"Battery Park and Liberty Island, New York City, NY 10017",NA,2,NA,-74.0167676,40.7034555,NA,Ellis Island Immigration Museum,212-883-1986,54,4.5,"1,830","1,028"
376,"600 Main St, Hartford, CT 06103-2911","The first public art museum in the United States features 50,000 pieces ranging from ancient to contemporary, the largest collection of Hudson River School paintings in the world, an impressive array of Pilgrim-era furnishings and European and American art.",0,NA,-72.6731884,41.7634891,NA,Wadsworth Atheneum Museum of Art,860-278-2670,2,4.5,337,58
377,"2000 Reverend Abraham Woods Jr Blvd, Birmingham, AL 35203-2278","This three-story museum houses an eclectic selection of art, including Wedgewood pottery, the largest collection of Asian art in the Southeast, Native American and African art, impressionism, contemporary art and American landscapes.",0,NA,-86.8100693,33.5222197,NA,Birmingham Museum of Art,205 254 2565,4,4.5,342,85
378,"8441 International Dr, Suite 250, Orlando, FL 32819-9314","Skeletons: Animals Unveiled is a first-of-its-kind attraction that is located under the Orlando Eye in Orlando, Florida. Skeletons features over 500 skeletons of animals found all over the world.",0,NA,-81.46910249999999,28.4425971,1-2 hours ,SKELETONS: Animals Unveiled,+1 407-203-6999,31,4.5,396,412
379,"1900 N Chaparral St, Corpus Christi, TX 78401-1114","Popular with families, the museum focuses on the history and culture of South Texas with something for everyone, including relics from a 1554 shipwreck, recreations of two of the three ships used for Columbus's voyage to the New World, an interactive weather station, a children's section with marine activities and numerous artifacts.",0,NA,-97.3953071,27.810128,NA,Corpus Christi Museum of Science and History,361-826-4667 ,9,4.0,190,70
380,"56.5 Chena Hot Springs Road, Chena Hot Springs Resort, Fairbanks, AK 99711",NA,0,NA,-147.72,64.84,NA,The Aurora Ice Museum,907-451-8104,7,4.0,599,92
381,"75 Main St, Bennington, VT 05201-2885","Celebrating Vermont art, culture, and history with the largest collection of Grandma Moses paintings and 19th-century Bennington Pottery, Battle of Bennington memorabilia and weaponry, and more. New in 2013 - Gilded Age Vermont Gallery highlights the industrial and cultural innovation of the late 1800s to the 1920s through objects that were made or owned in Bennington and the surrounding region, or created by artists with connections to the area. The items on view, all from the Bennington Museum's collection,include the 1924 Wasp Touring Car, elaborate Renaissance Revival furnishings, a stylish parlor organ manufactured by the Estey Organ Company of Brattleboro, Vermont, Frederick MacMonnies' sumptuous portrait of May Suydam Palmer, and paintings by William Morris Hunt. Glass and metal works by Lewis Comfort Tiffany add to the gallery. The art found in the new Bennington Modernism Gallery celebrates the art created from the early 1950s through the mid-1970s, a group of avant-garde artists working in and around Bennington who led the nation in artistic thought and innovation. Among the artists of national and international stature with local ties were Pat Adams, Willard Boepple, Anthony Caro, Paul Feeley, Helen Frankenthaler, Patricia Johanson, Vincent Longo, Kenneth Noland, Jules Olitski, Dan Shapiro, David Smith and Tony Smith. Changing exhibits all year.",0,NA,-73.2099937,42.8831606,NA,Bennington Museum,802-447-1571,3,4.5,199,23
382,"7125 Maddox Blvd, Chincoteague Island, VA 23336-2104","Located at the entrance of Chincoteague National Wildlife Refuge, this museum chronicles the island's history and of the oystering and seafood business that was a major force in shaping the island's economy.",0,NA,-75.352668,37.922997,NA,Museum of Chincoteague,+1 757-336-6117,3,4.5,329,29
383,"100 Ivan Allen Jr Blvd NW, Atlanta, GA 30308-3003","The Center for Civil and Human Rights in downtown Atlanta is an engaging cultural attraction that connects The American Civil Rights Movement to today's Global Human Rights Movements. The Center features four immersive and thought-provoking exhibit spaces, including a continually rotating gallery of items from The Morehouse College Martin Luther King, Jr. Collection, where visitors can view the personal papers and items of Dr. King. The Center also provides designated event spaces and educational programs inspiring visitors to join the ongoing dialogue about contemporary movements for human rights around the world. The Center for Civil and Human Rights is open 7 days a week. Regular Hours: Closed Monday, Tuesday - Saturday, 10 AM to 5 PM (Last admittance at 4:00 PM) Sunday, 12 PM to 5 PM(Last admittance at 4:00 p.M.) Closed on Thanksgiving Day and Christmas Day.",2,NA,-84.3930512,33.76405500000001,1-2 hours ,Center for Civil and Human Rights,+1 678-999-8990,5,4.5,954,268
384,"814 Market St, Wilmington, NC 28401-4731","Exploring the history, science and cultures of the Lower Cape Fear region. Founded in 1898.",0,NA,-77.93838699999999,34.2358087,1-2 hours ,Cape Fear Museum,19107984350,12,4.5,147,105
385,"205 N Mill St, Pontiac, IL 61764-1906","The museum, centrally located on Route 66, offers rotating exhibits to ensure a new and exciting experience each time you stop in. As the only Pontiac-Oakland museum in the world, we display hundreds of pieces of memorabilia alongside the selection of cars. For car enthusiasts, we offer a behind the scenes tour led by museum staff (by appointment only). Be sure to visit our gift shop that offers books, clothing, and other unique items focused on Pontiac and Route 66. The Pontiac Oakland Automobile Museum was one of TripAdvisor's 2014 Certificate of Excellence winners. Pontiac, Illinois offers other exciting museums and attractions, so please put Pontiac on your list of places to visit!",0,NA,-88.6297287,40.87954089999999,NA,Pontiac-Oakland Automobile Museum,+1 815-842-2345,2,4.5,140,12
386,"500 N State St, Saint Ignace, MI 49781-1429","At this National Historic Landmark, visitors can learn about 17th century St. Ignace: the Ojibwa who formed the population, the Huron refugees and the French who established the area as the center of fur trade. Check out our award winning Clan Park and our Longhouse on our grounds. Also visit Father Marquettes burial site in our Marquette Mission Park. Admission is by donation.",0,NA,-84.7314305,45.871543,<1 hour ,Museum of Ojibwa Culture,+1 906-643-9161,4,4.5,218,29
387,"303 Pearl St NW, Grand Rapids, MI 49504-5353","Grand Rapids' pride in native son and 38th American President Gerald R. Ford is reflected in the museum that honors him, which transports you back to the 70s through interactive displays and holograms, including a chance to eavesdrop on an eventful day in the Oval Office.",0,NA,-85.6774485,42.9684382,NA,Gerald R. Ford Museum,(616) 254-0400,4,4.5,623,73
388,"2000 Mountain Rd NW, In the heart of Old Town, Albuquerque, NM 87104-1459","The city's rich heritage is the focus at this museum, which features exhibits depicting the art, history and culture of the Southwest.",0,NA,-106.6703963,35.1029697,NA,Albuquerque Museum,505 243 7255,13,4.5,341,210
389,"1350 Central Ave, Los Alamos, NM 87544-3244","Approximately 60 interactive exhibits trace the history of the WWII Manhattan Project, highlight Los Alamos National Laboratory's current and historic research projects related to defense and technology, and focus on Laboratory research related to energy, environment, infrastructure, health and global security concerns. These exhibits together with extensive educational and community programs draw nearly 80,000 visitors a year. Admission is FREE and open to the public. We are open every day except Thanksgiving Day, Christmas Day and New Year's Day. Hours: Tuesday through Saturday: 10:00 AM to 5:00 PM Sunday & Monday: 1:00 PM to 5:00 PM",0,NA,-106.2983807,35.88164829999999,2-3 hours ,Bradbury Science Museum,+1 505-667-4444,2,4.5,517,18
390,"1 Otis Dr, Corner Franklin & Otis Across from BancorpSouth Arena, Tupelo, MS 38804-4015",NA,0,NA,-88.7033859,34.2576066,NA,Tupelo Automobile Museum,662-842-4242,1,4.5,338,23
391,"6031 Hollywood Blvd, Los Angeles, CA 90028-5411",NA,0,NA,-118.3212746,34.1019466,NA,Museum of Death,323 466-8011,66,4.0,170,502
392,"1060 Delta Blvd, Bldg. B, Dept. 914, Atlanta, GA 30354-1989",NA,0,NA,-84.42231850000002,33.6561957,NA,Delta Flight Museum,404-715-7886,32,4.5,175,268
393,"2020 Remington Place, Oklahoma City, OK 73111-7107","Science Museum Oklahoma, the state's premier destination for family fun, houses over eight acres of hands-on science experiences and thousands of space, aviation and cultural artifacts. With brand new exhibits, the excitement of live entertainment shows and a newly-renovated Science Floor, Science Museum Oklahoma rocks. As the state's only physical science museum and a Smithsonian Affiliate, Science Museum Oklahoma reveals the wonder and relevance of science in our everyday lives.",0,NA,-97.4711308,35.5252008,NA,Science Museum Oklahoma,14056023760,5,4.5,573,118
394,"1212 Smallman St, Pittsburgh, PA 15222-4208",NA,9,NA,-79.99218929999999,40.4465796,NA,Senator John Heinz History Center,412-454-6000,8,4.5,827,150
395,"3075 Sanibel Captiva Rd, Sanibel Island, FL 33957-3111","An American Association of Museums (AAM) accredited non-profit natural science museum, The Bailey-Matthews National Shell Museum features more than 30 exhibits of mollusks from around the world devoted to shells. Exhibits include shells in art and history, shell habitats, rare specimens, World Record size shells, fossil shells, common Southwest Florida shells, and more. The learning lab features a hands-on play area for children, displays, games, and a tank with indigenous mollusks. A half-hour video, Mollusks in Action, is shown on the hour, and a children's video is shown continuously. The museum store offers a wide selection of shell books",0,NA,NA,NA,NA,The Bailey-Matthews National Shell Museum,+1 239-395-2233,5,4.5,"1,036",51
396,"10 Bluff View St, Chattanooga, TN 37403-1111","The Hunter offers amazing architecture, a stunning permanent collection and exciting temporary exhibitions, a museum store and caf by Dipped Fresh. The Hunter Museum focuses on American art from the Colonial period to the present day. The variety of the collection inside is reflected by the architecture of the museum's exterior. The museum is housed in an early twentieth century mansion, a modern 1970s era building and a sleek, contemporary structure of steel and glass. The museum's collection includes paintings, works on paper, sculpture, photography, mixed media, video, furniture and contemporary studio glass covering a diverse range of styles and periods. A few of the well-known artists whose work is represented in the Hunter include Thomas Cole, Fitz Henry Lane, Winslow Homer, Robert S. Duncanson, Mary Cassatt, Childe Hassam, Robert Henri, John Marin, Thomas Hart Benton, Helen Frankenthaler, Louise Nevelson, Jack Beal, George Segal, Duane Hanson, Robert Rauschenberg, Sam Gilliam, and Andy Warhol. The Hunter Museum is a 501 (C) 3 Non-Profit charitable institution.",0,NA,-85.30620549999999,35.0558558,NA,Hunter Museum of American Art,+1 423-267-0968,11,4.5,375,145
397,"213 N Talbot St, Navy Point, St. Michaels, MD 21663-2103","Experience how people live, work and play on the Chesapeake Bay - cruise on the Miles River,get your hands wet exploring a waterman's shanty, let our boat builders show you their magic, or climb to the top of an 1879 lighthouse. Come do the Bay, your way.",0,NA,-76.22332020000002,38.785393,1-2 hours ,Chesapeake Bay Maritime Museum,14107452916,1,4.5,645,16
398,"2107 Central Ave NW, Albuquerque, NM 87104-1605","The Turquoise Museum and its collection of turquoise have been used as a source of information and pictures for over 22 years. Uncover the mystery of turquoise, delve into its rich history, learn about the different mines, specimens, and stories of colorful characters at The Turquoise Museum in Albuquerque, New Mexico.",0,NA,-106.6723898,35.09532799999999,1-2 hours ,Turquoise Museum,+1 505 247 8650,26,4.5,152,210
399,"2145 NE 36th St, Oklahoma City, OK 73111-5396",NA,0,NA,-97.47376679999999,35.5079287,NA,45th Infantry Division Museum,405-424-5313,9,4.5,210,118
400,"120 Kellogg Blvd W, Saint Paul, MN 55102-1202","The Science Museum of Minnesota is well-known for its hands-on approach to science learning and entertainment. It features the popular Experiment Gallery, an Egyptian mummy, an authentic Mississippi River towboat, a convertible-dome Omnitheater and interactive exhibits for all ages!",0,NA,-93.0985779,44.94257080000001,NA,Science Museum of Minnesota,651 221 9444,3,4.5,726,151
401,"1 Whitehall Way, Palm Beach, FL 33480-4065",Henry Flagler's 73-room mansion which contains many of the original furnishings as well as an art collection.,0,NA,-80.0441281,26.7133222,2-3 hours ,Henry Morrison Flagler Museum,15616552833,1,4.5,905,22
402,"2800 Broadway St, San Antonio, TX 78209-7034","Now open! The DoSeum is San Antonio's newest cultural attraction and is fun for the whole family! Designed for kids age 0-10, The DoSeum features 6 major exhibit halls and 2 outdoor yards for all day fun and learning. Come on out and see why The DoSeum is the place to be this summer!",0,Yes ,-98.4727791,29.4523911,2-3 hours ,The DoSeum - San Antonio's Museum for Kids,+1 210-212-4453,28,4.5,364,255
403,"2245 1st Ave S, Seattle, WA 98134-1407","Come interact with the world's largest collection of operating vintage computers! The Living Computer Museum, located in Seattle, Washington, is dedicated to preserving and displaying working examples of those computers that tell the story of our journey away from computing as a difficult and expensive undertaking toward the universal access to information technology we enjoy today. Although we have many stories associated with the history of our systems, we believe that the best way for people to fully understand computing systems is by experiencing them. Hardware alone cannot illustrate what it was like to use these machines. Software, information, and human interaction complete the experience. We celebrate the achievements of early computer engineers by preserving and maintaining running machines and original software, and making them available to everyone. Our goal is to breathe life back into our machines so the public can experience what it was like to see them, hear them, and interact with them. We make our systems accessible by allowing people to come and interact with them, and by making them available over the Internet. On any given day at the Living Computer Museum, you might see our staff working to restore our machines. That means returning the computers to their running state. We welcome you to come and visit the museum and witness these old vintage computers first hand.",0,NA,-122.3347017,47.5823381,1-2 hours ,Living Computer Museum,12063422020,56,4.5,89,423
404,"352 S Nova Rd, Daytona Beach, FL 32114-4512","The Museum of Arts & Sciences (MOAS) is the primary art, science and history museum in Central Florida. The area's largest museum, MOAS is nationally accredited by the American Alliance of Museums and is a Smithsonian Institution Affiliate. Located on a 90-acre Florida nature preserve, the 100,000 square foot facility is host to over 30,000 objects including the Dow Gallery of American Art, one of the finest collections of American art in the Southeast, the Schulte Gallery of Chinese Art, the Bouchelle Collection and Gallery of Decorative Arts, the largest and most comprehensive collection in the South, and the Root Family Museum featuring restored railroad cars, antique automobiles and the largest collection of Coca-Cola(R) memorabilia in Florida. The Helene B. Roberson Visible Storage Building exhibits thousands of objects from many donors which are owned by the Museum, while the Linda and Williams Children's Museum presents an interactive experience for children. A new state-of-the-art planetarium and the Cici and Hyatt Brown Museum of Art showcasing the largest collection of Florida-based art in the world, rounds out areas to explore inside the Museum of Arts & Sciences. The Museum's new West Wing will open to the public on October 30, 2015. The West Wing contains the Gillespy Gallery of Sub-Saharan African artifacts, the Cuban Foundation Museum showcasing one of the most significant collections of Cuban paintings in the United States, and a prehistory of Florida gallery, featuring Florida's Giant Ground Sloth skeleton.",0,NA,-81.0373516,29.1921177,NA,MOAS - Museum of Arts and Sciences,13862550285,8,4.5,265,121
405,"101 E Beaufort St, Normal, Bloomington-Normal, IL 61761-3026",NA,0,NA,-88.9836943,40.5091222,NA,Children's Discovery Museum,(309) 433-3444,1,4.5,104,14
406,"514 Chartres St, New Orleans, LA 70130-2110","Located at the site of the first licensed apothecary shop, the Pharmacy Museum includes cures for anything that ails you including voodoo potions and other weird medicines. ",2,NA,-90.0648993,29.956039,NA,New Orleans Pharmacy Museum,504-565-8027,27,4.5,466,319
407,"100 N Hamilton St, Madison, WI 53703-2116","The new Madison Childrens Museum is an award-winning destination for fun family activities and hands-on learning! Visit our inventive city of Possible-opolis for ages 6 and up, and our four-season Rooftop Ramble, with animals and gardens. Kids under 5 have a place of their own in the Wildernest, a global village made with natural, local materials.Theres always something new to do at Madison Childrens Museum, where our mission is to connect children with their family, their community, and the world beyond through discovery learning and creative play.",0,NA,-89.3844752,43.0768232,2-3 hours ,Madison Children's Museum,6082566445,1,4.5,216,15
408,"110 W Howard St, Pontiac, IL 61764-1820",NA,0,NA,-88.62884129999999,40.8811555,2-3 hours ,IL Route 66 Association Hall of Fame & Museum,(815) 844-4566,1,4.5,174,12
409,"2500 W Broad St, Richmond, VA 23220-2057","""We're not your dad's Science Museum!"" says Science Museum of Virginia Director/CWO (that's Chief Wonder Officer) Richard Conti. ""Our newly re-imagined Museum is a place that is relevant to your life and fun!""Our mission: Inspiring Virginians to enrich their lives through science.Our Story: Since its founding by the Virginia General Assembly in 1970, the Science Museum of Virginia has become the premier center for hands-on science education in Virginia. The Museum has permanent exhibitions on health, energy and natural science and includes hundreds of interactive exhibits, fascinating artifacts, live animals, a theater company and cutting edge technology. The 76-foot Dome Theater creates the ultimate ""you are there"" experience with the largest film screen in Virginia wrapped around you. The Museum also features visiting exhibitions, educational programming, overnight adventures, lectures, demonstrations and summer camps. The Museum receives guidance and generous support from community leaders and organizations. The Museum's Board of Trustees is appointed by the Governor and provides oversight and policy guidance. The Science Museum of Virginia Foundation raises funds to support the mission, operations and capital needs of the museum. The Museum is also the parent organization for the Danville Science Center. The Science Museum of Virginia is located in Richmond's Museum District, in historic Broad Street Station designed by renowned architect John Russell Pope, at 2500 West Broad Street.",0,NA,-77.4659738,37.56164649999999,NA,Science Museum of Virginia,18048641400,15,4.0,269,160
410,"500 Forrestal Rd, Rio Grande (City for Gps), Cape May, NJ 08242-2203",NA,0,NA,-74.88872239999999,39.0197999,2-3 hours ,Naval Air Station Wildwood Aviation Museum,+1 609-886-8787,4,4.5,595,60
411,"1200 SW Park Ave, Portland, OR 97205-2483",View the 1845 covered wagon on display as well as the Native American Basketry collection.,0,NA,-122.6823455,45.5157539,NA,Oregon Historical Society Museum,(503) 222-1741,22,4.5,250,433
412,"2 Columbus Cir, New York City, NY 10019-1800",NA,0,NA,-73.9820338,40.7673947,NA,Museum of Arts and Design,212.299.7777,142,4.5,288,"1,028"
413,"2145 Museum Blvd, Jackson, MS 39202-6000","The Mississippi Children's Museum is your Destination for Imagination. MCM wants to ignite the spark of creativity that is inside each and everyone of us and awaken a lifelong passion for learning, exploration and discovery. Visit the Mississippi Children's Museum and get inspired! Open Tuesday through Saturday 9a-5p and Sunday 1p-6p. Admission is $10 per person; children under the age of 1 year are free.",0,NA,-90.1694309,32.3877662,NA,Mississippi Children's Museum,+1 601-981-5469,1,4.5,254,52
414,"2 E 91st St, New York City, NY 10128-0669","Cooper Hewitt, Smithsonian Design Museum is the only museum in the United States devoted exclusively to historic and contemporary design. After a three-year renovation, the museum re-opened in December 2014 with exhibitions featuring a rich mix of design objects from our permanent collection, unique temporary installations, and dynamic interactive experiences. We also have an exciting calendar of events, including hands-on workshops, talks, and family programs.",0,NA,-73.9577633,40.7843536,NA,"Cooper Hewitt, Smithsonian Design Museum",+1 212-849-8400,98,4.5,280,"1,028"
415,"1801 Dock St, Tacoma, WA 98402-3217",An international center for contemporary art with a sustained focus on glass.,0,NA,-122.4337137,47.245401,NA,Museum of Glass,866 468 7386,5,4.0,880,69
416,"at Front and Fifth Streets, Dodge City, KS 67801","Explore the Old West at this museum dedicated to preserving the history of Dodge City, through exhibits, audiovisual programs and, in the summer, stagecoach rides and mock gunfights.",0,NA,-100.0225795,37.7532611,NA,Boot Hill Museum,16202278188,1,4.5,539,26
417,"240 Museum Dr, Lansing, MI 48933-1905","From rare vehicles like REO, Star, Durant, and Viking to classic Oldsmobiles, buggies, bicycles, aviation endeavors, trucks and engines- enjoy the excitement of transportation history!",0,NA,-84.54813999999999,42.731148,NA,R.E. Olds Transportation Museum,+1 517-372-0529,5,4.5,92,68
418,"3300 N Highway A1a, Fort Pierce, FL 34949-8520",NA,0,NA,-80.30036559999999,27.4951776,NA,Navy Seal Museum,(772) 595-5845,1,4.5,687,83
419,"233 S 3rd St, Fernandina Beach, Amelia Island, FL 32034-4210",This museum showcases the region's rich history under eight national flags.,0,NA,-81.465459,30.6548171,NA,Amelia Island Museum of History,904-261-7378,3,4.5,344,48
420,"2110 Jamestown Rd, Route 31 S, Williamsburg, VA 23185",NA,0,NA,-76.78448159999999,37.2249851,NA,Jamestown Settlement,757-253-4838,5,4.5,"2,582",87
421,"111 Cedar St, Corning, NY 14830-2632","Art about the american experience -- the people, land and ideas that shape America through the eyes of American artists. Connect and reflect on the story of America through the eyes of American artists.",0,NA,-77.0528712,42.1426269,1-2 hours ,The Rockwell Museum,+1 607-937-5386,2,4.5,313,19
422,"218 Rockford St, Mount Airy, NC 27030-4662",NA,0,NA,-80.60891629999999,36.4980464,NA,The Andy Griffith Museum,13367867998,4,4.0,487,32
423,"201 Chapin St, South Bend, IN 46601-2521","This tribute to the now-defunct Studebaker automobile exhibits over 75 vehicles that span the 114-year history of the company, from the Studebaker family's Conestoga Wagon to the final car to roll off the assembly line.",0,NA,-86.2619266,41.6746957,NA,Studebaker National Museum,888-391-5600,3,4.5,333,48
424,"715 N Oregon St, El Paso, TX 79902-3911",NA,0,NA,-106.4919661,31.762324,NA,The El Paso Holocaust Museum,915-351-0048,7,4.5,109,83
425,"415 Couch Dr, Oklahoma City, OK 73102-2214","The Oklahoma City Museum of Art is an accredited fine arts museum located in downtown Oklahoma City, with annual visitation from all 50 states and over 40 countries. The Museum's permanent collection includes the world's largest collection of glass by noted artist Dale Chihuly.",0,NA,-97.5204289,35.4696942,NA,Oklahoma City Museum of Art,405-236-3100,6,4.5,488,118
426,"2602 Santa Fe Pl, Galveston, Galveston Island, TX 77550-1479",NA,0,NA,-94.68120859999999,29.4345626,NA,Galveston Island Railroad Museum and Terminal,409 765 5700,11,4.0,361,97
427,"1616 E 18th St, Kansas City, MO 64108-1610"," Opened in 1991, this museum is a tribute to some of baseball's best unknown players. ",0,NA,-94.56272539999999,39.0915663,NA,Negro Leagues Baseball Museum,816-221-1920,7,4.5,618,147
428,"2350 McGregor Blvd, Fort Myers, FL 33901-3315","Visitors to the Edison & Ford Winter Estates in Fort Myers will enjoy seeing the winter residences of famous inventors Thomas Edison and Henry Ford. There are historical buildings, award-winning gardens, the Edison Botanic Research Lab and the Inventors Museum. The museum has hundreds of inventions, artifacts and special exhibits. Edison Ford offers many tour options, including special ""Inside the Homes"" and ""Inside the Laboratory"" Tours on select days. The audio tour is available in English, Spanish, German and French. Historian led tours are also offered in German and Spanish on select days. Group tours can be arranged in advance. River cruises are offered daily and dining options are available, including waterfront dining.",0,NA,-81.87927119999999,26.6343116,2-3 hours ,Edison & Ford Winter Estates,+1 239-334-7419,1,4.5,"3,385",107
429,"2702 E D St, Tacoma, WA 98421-1200","LeMay - America's Car Museum (ACM), named one of USA Today's 10 Best Museums in Seattle and KING 5's 2014 & 2015 Best Museum in Western Washington, is an international destination where families and enthusiasts gather to celebrate America's love affair with the automobile and how it shaped our society. The stunning, four-level, 165,000-sq.-ft. Tacoma, Wash., facility features 12 rotating exhibits, five annual Signature Events and serves as an educational center, hosting students of all ages.",0,NA,-122.4304605,47.2362706,2-3 hours ,LeMay - America's Car Museum,+1 253-779-8490,2,4.5,685,69
430,"2301 Central Ave, Cheyenne, WY 82001-3110",NA,0,NA,-104.8176325,41.1395177,NA,Wyoming State Museum,307-777-7022,1,4.5,263,44
431,"49 Washington St, Newark, NJ 07102-3176","The Newark Museum, New Jersey's largest museum, invites you to enjoy unforgettable experiences in the arts and natural sciences. Take an inspirational journey through 80 galleries of world-class collections, travel to the stars in our popular Planetarium, and stroll through our beautiful sculpture garden.",0,NA,-74.1715152,40.7429731,NA,Newark Museum,973 596 6550,4,4.5,193,30
432,"2121 Childrens Museum Dr, Marsico Campus, Denver, CO 80211","Kids, newborn through age 8, can create, explore and discover at the Children's Museum of Denver. One-of-a-kind exhibits include a real Denver Fire Department fire truck, a bubble room brimming with soapy, sudsy bubbles, an art room where masterpieces are made and soooo much more. Plus, year-round special events and daily acitivites. So much to DO and LEARN!",0,NA,-105.0148322,39.7698122,2-3 hours ,Children's Museum of Denver,+1 303-433-7444,1,4.0,349,9
433,"3601 35th Ave, Astoria, NY 11106-1226","The only museum in the United States that is devoted exclusively to the history, art and technology of movies, television and video.",0,NA,-73.9239439,40.756296,2-3 hours ,Museum of the Moving Image,17187776888,1,4.5,412,19
434,"1368 Colonial Pkwy, Williamsburg, VA 23081-0001",Historic Jamestowne is the original site of the first permanent English settlement in America. Ongoing archaeology at the site of James Fort has changed our understanding of the struggles and triumphs of early 1600s life in Virginia. Living history programs and an archaeology museum tell the story of this dramatic rediscovery. The site is jointly administered by the National Park Service and Preservation Virginia.,0,NA,-76.7772486,37.2112563,NA,Historic Jamestowne,+1 757-856-1250,1,4.5,"3,419",87
435,"100 Texas Ranger Trl, I-35 and University Parks Drive, Waco, TX 76706-1209",NA,0,NA,-97.0861247,31.5072444,NA,Texas Ranger Hall of Fame and Museum,254-750-8631,2,4.5,464,55
436,"278 Spring St, New York City, NY 10013-1405","The New York City Fire Museum is the official museum of the FDNY.Occupying a renovated 1904 BeauxArts firehouse at 278 Spring Street in Hudson Square, west of SoHo, the museum is home to a renowned collection of firerelated art and artifacts from the 18th century to the present; including handpumped fire engines, horsedrawn vehicles, early motorized apparatus and firefighting tools and equipment.",0,NA,-74.0069707,40.7255467,NA,New York City Fire Museum,212-691-1303,169,4.5,153,"1,028"
437,"303 Martin Luther King Jr Blvd, Savannah, GA 31401-4217","In the former Central of Georgia Railway passenger station & adjacent to the Savannah Visitor Center, the museum offers a brief introduction to the story of Savannah through exhibits and a short film on the history of the city.",1,Yes ,-81.09911799999999,32.0756717,1-2 hours ,Savannah History Museum,912 651 6825,34,4.0,294,202
438,"830 Everett Blvd, Union City, TN 38261-7710",NA,0,NA,-89.0699841,36.4383225,More than 3 hours ,Discovery Park of America,731-885-5455,1,5.0,262,5
439,"333 E River Pkwy, Minneapolis, MN 55455-0367","Located on the campus of the University of Minnesota, this museum features fine arts from the contemporary period.",0,NA,-93.2370631,44.9730645,NA,Weisman Art Museum,612-625-9494,22,4.5,161,198
440,"170 Whitney Ave, New Haven, CT 06511-8902",This museum has a diverse collection ranging from Indian artifacts to Egyptian art to a large bird collection.,0,NA,-72.92108,41.315911,NA,Yale Peabody Museum of Natural History,12034325050,3,4.5,371,49
441,"500 S Bronough St, Tallahassee, FL 32399-6504",NA,0,NA,-84.2850204,30.4381205,NA,Museum of Florida History,850-245-6400,8,4.5,182,77
442,"3830 N Marshall Way, Scottsdale, AZ 85251-5594","Western Spirit: Scottsdale's Museum of the West celebrates the art, history and unique stories of the 19 states comprising the American West. The rotating exhibitions feature hundreds of Western artworks and rare historic artifacts on loan from some of the world's foremost collectors and institutions. The contemporary, 43,000-square-foot building is an architectural gem that meets the highest standards for sustainability and conservation of natural resources. Visitors also will enjoy the informative video kiosks, beautiful outdoor sculpture courtyard,museum store, and inspirational film ""Spirit Is."" Located in downtown Scottsdale's arts district, Western Spirit is within easy walking distance of numerous art galleries and restaurants. Nearby attractions include Old Town Scottsdale,Scottsdale Fashion Square, Scottsdale Stadium (Cactus League Spring Training home of the San Francisco Giants baseball team), the Scottsdale Waterfront, Scottsdale Center for the Performing Arts and the Scottsdale Museum of Contemporary Art. Scottsdale's Museum of the West is a Smithsonian Affiliate museum, and was selected 2016 Best Western Museum in the nation by True West magazine.",0,NA,-111.928561,33.492443,NA,Western Spirit: Scottsdale's Museum of the West,+1 480-686-9539,10,4.5,209,153
443,"4251 Dry Creek Rd, Paso Robles, CA 93446-9540","Estrella Warbirds Museum is dedicated to the restoration and preservation of military aircraft, vehicles and memorabilia of those who flew and worked in the military aviation field. Our approach, however, is not to glorify conflict but rather to make a future generation aware of the fact our way of life does not come without sacrifice. Founded over 25 years ago by two men with two airplanes and a strong desire to see an aviation museum in Paso Robles, California, little did they realize how far and how rapidly their initial dream would carry them. Today, located on over 13 acres of land, situated on the Paso Robles Municipal Airport grounds, the Estrella Warbirds Museum is one of the fastest growing non-profit museum on the west coast. The museum has become an intregral part of the Paso Robles community attracting visitors from around the world.",0,NA,-120.619698,35.6641766,1-2 hours ,Estrella Warbird Air Museum,18052389317,8,4.5,115,162
