,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
1364,"ul.Saborna 2, Sofia 1000, Bulgaria","The National Institute of Archaeology with Museum at the Bulgarian Academy of Sciences covers the complete study of the culture of tribes and peoples who have occupied present day Bulgaria from the remote past until the 18th century. The Museum of Archaeology hosts the most numerous collections in Bulgaria and its exhibitions reveal it as one of the most important centers in the country for promotion of the cultural heritage of present day Bulgaria. NIAM-BAS was established in 1949 as a follower and successor of the Department of Valuables - part of the Library established in Sofia in 1879 and reformed into a National Museum in 1892 - and the Bulgarian Institute of Archaeology (1921), which was the first academic institute in Bulgaria.",0.0,,23.3243677,42.6961665,,National Institute of Archaeology with Museum,00359 2 988 24 06,5.0,4.5,269.0,147.0,Other,Not_in_USA,3.40136054422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,59.0,32.0,8.0,42.0,4.49112426036,0.2174580625,0.19775,1.0,-0.5,0.12728225,0.5545,1.0,0.0,0.012491460914,0.342124819625,0.533333333333,0.2,0.00704323495613,0.456091871092,0.65,0.34,0.125,0.315277777778
1365,"Auku g. 2A, Vilnius 01113, Lithuania",,0.0,,25.2702465,54.6880133,,KGB Museum (Genocido Auku Muziejus),(+370 ~ 5) 249 62 64,6.0,4.5,1645.0,193.0,Other,Not_in_USA,3.10880829016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,333.0,159.0,38.0,238.0,4.52502553626,0.0167666666667,0.103333333333,0.3,0.0,0.12480625,0.269166666667,1.0,0.0,0.0122395721022,0.120342712843,0.342857142857,-0.075,0.0237466747458,0.47784992785,0.66,0.2,,
1366,"Heimplatz 1, Zurich 8001, Switzerland",This fantastic art museum displays Western works since the 1600s and has an especially impressive selection of modern art.,2.0,Yes ,8.5481596,47.3702367,2-3 hours ,Museum of Art (Kunsthaus Zurich),41 1 253 84 84,4.0,4.5,1161.0,202.0,Other,Not_in_USA,1.9801980198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,88.0,223.0,131.0,36.0,91.0,4.58431952663,0.180222504768,0.359090909091,1.0,0.0,0.16387745122,0.342482517483,1.0,0.0,0.042206286081,0.376667439703,0.8,0.125,0.0279273264335,0.552323747681,0.9,0.35,0.4,0.55
1367,"Na Phrathat Road | Phra Borom Maha Ratchawang, Phra Nakho, Bangkok 10200, Thailand","This museum, considered the largest in Southeast Asia, houses a vast collection of antiquities including prehistoric art, murals, bronzes, exhibits from other Asian countries and ceremonial carriages used by royal families.",2.0,Yes ,100.491688,13.7559436,1-2 hours ,The National Museum Bangkok,+662 224 1333,63.0,4.0,519.0,505.0,Other,Not_in_USA,12.4752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.0,84.0,60.0,4.0,46.0,3.83103448276,0.16710405682,0.0783564814815,1.0,-0.6,0.0528181128901,0.50775462963,1.0,0.2,0.0237393993561,0.164094154478,0.395833333333,-0.0738095238095,0.0116625777744,0.511294246578,0.722222222222,0.412698412698,-0.01875,0.43125
1368,"Lange Voorhout 74, 2514 EH, The Hague, The Netherlands","Escher at the Palace is dedicated to the work of Hollands most famous graphic artist M.C. Escher. Nearly all his prints are exhibited, among them Belvedere, Drawing Hands, Waterfall and Ascending and Descending. Here you can see how Escher changed fishes into birds, made water flow upstream and his less known, but very attractive early Italian landscapes. On our main- and first floor you can see how his work progressed from depicting the real world to his constructed worlds. Optical illusion is a key word in his work.An optical illusion depicts something which is in fact impossible. M.C. Escher was a master in this field. An optical illusion literally means doing puzzles with your eyes. The visitor will be able to unravel some of Eschers mysteries like the Impossible Penrose Triangle by constructing one himself. The extra presentation In the Eye of Escher shows various themes in which Escher was involved, like reflection, perception and perspective.",0.0,,4.3141283,52.0833946,1-2 hours ,Escher in Het Paleis (Escher in the Palace),+31 70 427 7730,3.0,4.5,1542.0,161.0,Other,Not_in_USA,1.86335403727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145.0,275.0,113.0,34.0,173.0,4.57955865273,0.055724852071,0.309615384615,0.625,0.0,0.124921104536,0.437820512821,1.0,0.0,0.0359206779484,0.399602190739,0.689285714286,0.0334523809524,0.0228408355469,0.639146552101,0.958333333333,0.375,0.106862745098,0.521078431373
1369,"1043 route de Fontevraud, 49400, Saumur, France",,0.0,,-0.0712258,47.2430865,,Musee des Blindes,02 41 83 69 99,1.0,4.5,583.0,30.0,Other,Not_in_USA,3.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,57.0,16.0,2.0,22.0,4.57831325301,0.14073941851,0.418326118326,1.0,0.0,0.119904195532,0.449278499278,1.0,0.0,0.0120848319978,0.288839597902,0.433333333333,0.125,0.0264300815414,0.500379065379,0.758333333333,0.248571428571,,
1370,"Lovas ut 4/c, Budapest 1012, Hungary","The Hospital in the Rock Nuclear Bunker Museum is a thrilling, unique and moving place. Visitors can learn about the WWII and the 1956 revolution as well as the Cold War in relation to this former TOP SECRET nuclear bunker. It had an important role during the war and it was classified until 2002 and opened as a museum in 2008. The place ensures a real time warp into the past. Mobiles are not working inside. Do not expect a regular museum. One hour long tour departs every hour in English. Guide books are available in several languages. Unforgettable experience underneath the Castle Hill. The entrance is only about 5 minutes walk from the famous Matthias-Church of Buda Castle.",0.0,,19.0319413,47.5003544,,Hospital in the Rock Nuclear Bunker Museum,+36 70 701 0101,15.0,4.5,2489.0,415.0,Other,Not_in_USA,3.61445783133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0,802.0,119.0,25.0,316.0,4.53034947885,0.0726110042867,0.218342592593,1.0,0.0,0.117761555556,0.356333333333,1.0,0.0,0.047154951193,0.242990950565,0.612142857143,-0.139502164502,0.00370916026224,0.55367456759,0.62962962963,0.436363636364,0.125,0.56628959276
1371,"Calle 5 | between Central and 2nd Ave, San Jose, Costa Rica (Formerly Gold Museum (Museo del Oro))",,0.0,,,,,Precolumbian Gold Museum,506-243-4202 ,2.0,4.5,1437.0,111.0,Other,Not_in_USA,1.8018018018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,283.0,97.0,24.0,144.0,4.32566585956,0.0699194280079,0.288205128205,0.65,-0.05,0.111415976331,0.418846153846,0.9,0.0,0.0395492685581,0.324316378066,0.7125,-0.0611111111111,0.017419818653,0.565201118326,0.7625,0.331944444444,,
1372,"Siriraj Hospital, 2 Wang Lang Rd. | Siriraj, Bangkok Noi, Bangkok 10700, Thailand",,3.0,,100.4832171,13.758115,2-3 hours ,Siriraj Medical Museum,24192619,53.0,4.0,451.0,505.0,Other,Not_in_USA,10.495049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,90.0,50.0,8.0,60.0,4.22302158273,0.0475506412982,0.151726190476,0.5,-0.125,0.0938944271227,0.418134920635,1.0,0.0,0.0289966451635,0.12569665814,0.297727272727,-0.3,0.00814027693118,0.444517988325,0.641666666667,0.279166666667,,
1373,"Jl. Diponegoro 57, Bandung 75601, Indonesia",,0.0,,107.6200522,-6.9005719,,Geology Museum,(022) 7203822,1.0,4.0,450.0,119.0,Other,Not_in_USA,0.840336134454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.0,32.0,15.0,10.0,41.0,3.99099099099,0.143817333333,0.309333333333,0.91,-0.15,0.13401225,0.373833333333,1.0,0.0,0.0250650614926,0.204724288338,0.403571428571,-0.127916666667,0.0239147893578,0.462267479995,0.7,0.266666666667,,
1374,"Krunska 51, Belgrade 11000, Serbia",,0.0,,20.4702808,44.8051426,,Muzej Nikole Tesle (Nikola Tesla Museum),+381 (0) 11 24 33 886,10.0,4.5,1112.0,179.0,Other,Not_in_USA,5.58659217877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,161.0,92.0,20.0,187.0,4.31509121061,0.154402006173,0.355555555556,1.0,-0.25,0.117285397377,0.588194444444,1.0,0.0,0.0227728083655,0.311929563492,0.575,0.0708333333333,0.0142513889722,0.558375901876,0.825,0.3375,,
1375,"Praca Maua 1, Rio de Janeiro, State of Rio de Janeiro 20081-262, Brazil","The Museum of Tomorrow is a new kind of Science museums. Here you are invited to examine the past, understand today's global trends and envision possible scenarios for the next 50 years through immersive audiovisual environments, interactive installations and games available to public in Portuguese, English and Spanish. The Museum has areas dedicated to temporary exhibitions, an auditorium for events, an inviting caf, a restaurant and a Museum shop. The Museum also has three specific areas of programming: Education, Laboratory of Tomorrow and the Observatory of Tomorrow.",0.0,,-43.1820959,-22.8973108,2-3 hours ,Museu do Amanha,+55 21 3812 1800,27.0,4.5,2695.0,647.0,Other,Not_in_USA,4.17310664606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,24.0,14.0,1.0,34.0,4.3,0.199241513558,0.303305785124,1.0,-0.5,0.158807117,0.495867768595,1.0,0.0,0.0646706961344,0.225810704447,0.618333333333,-0.325,0.0142085220135,0.577295192182,0.765555555556,0.375,0.0805785123967,0.290564738292
1376,"Via San Vittore 21, 20123 Milan, Italy","Those interested in the creative genius of Leonardo da Vinci will want to visit this museum, which features his designs of war machines, flying machines, architecture and production that display incredible foresight.",4.0,Yes ,9.17121,45.4631,More than 3 hours ,Museo della Scienza e della Tecnologia Leonardo da Vinci,39 02 485551,31.0,4.5,1368.0,622.0,Other,Not_in_USA,4.98392282958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,77.0,29.0,7.0,31.0,4.38846153846,0.115360243056,0.310416666667,1.0,0.0,0.166610243056,0.522916666667,1.0,0.0,0.0104943639635,0.301961088154,0.466666666667,0.1,0.0148377876416,0.551414961301,0.833333333333,0.394444444444,0.55,0.8
1378,"Melantrichova 476/18, Prague 110 00, Czech Republic",,1.0,,14.4207497,50.0862784,,Sex Machines Museum,420-227186260,102.0,3.5,526.0,883.0,Other,Not_in_USA,11.5515288788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,147.0,24.0,1.0,56.0,3.35570469799,0.0508515625,0.410416666667,0.8,0.0,0.0897395833333,0.470833333333,1.0,0.0,0.025359353101,0.288129058442,0.541666666667,0.0817857142857,0.0210704827665,0.504695165945,0.72,0.244444444444,,
1379,"Piata Mica 11, Sibiu 550182, Romania",,0.0,,24.1509627,45.7976122,,Astra National Museum Complex,40 269 218195,2.0,4.5,397.0,68.0,Other,Not_in_USA,2.94117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,100.0,18.0,8.0,84.0,4.6394984326,0.122552083333,0.2875,1.0,0.0,0.157690972222,0.429166666667,1.0,0.0,0.0478059586275,0.280082515969,0.566666666667,-0.0833333333333,0.029589470191,0.555298534799,0.783333333333,0.0833333333333,,
1380,"1 Koubari, Athens 106 74, Greece",The Benaki Museum was founded in 1930 by Antonis Benakis and presents the historical and cultural development of the Greek nation. Through its extensive collections that cover several different cultural fields from the age of Roman domination to the medieval Byzantine period and from the fall of Constantinople to the struggle for Greek independence in 1821- the Benaki Museum is perhaps the sole instance of a complex structure within the broader network of museum foundations in Greece.,3.0,Yes ,23.7413399,37.9757882,1-2 hours ,Benaki Museum,30 210 367 1000,14.0,4.5,913.0,324.0,Other,Not_in_USA,4.32098765432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,208.0,89.0,25.0,93.0,4.61025641026,0.0697429748535,0.338359375,0.7,0.0,0.09325625,0.345,0.9,0.0,0.0241816299606,0.361924001924,0.625,0.12,0.0144874429325,0.502262506013,0.65,0.268333333333,-0.00909090909091,0.162121212121
1381,"Ludovika ter 2-6, Budapest 1083, Hungary",,0.0,,19.085374,47.481786,,Hungarian Natural History Museum,+36 1 210 1085,182.0,4.0,46.0,415.0,Other,Not_in_USA,43.8554216867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9.0,4.0,0.0,5.0,3.76923076923,0.22305625,-0.1025,0.475,-1.0,0.0796395833333,0.594166666667,1.0,0.0,0.0229169162771,0.237790727791,0.57398989899,0.00666666666667,0.0212943670067,0.465688587507,0.720707070707,0.153333333333,,
1382,"Sondre Tollbugt. 11 | Postboks 900, Tromso 9259, Norway",,0.0,,,,,The Polar Museum (Polarmuseet),77 68 43 73,5.0,4.0,1261.0,74.0,Other,Not_in_USA,6.75675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,421.0,87.0,10.0,146.0,4.11915367483,0.151703270874,0.231217948718,0.91,-0.5,0.101714792899,0.529230769231,1.0,0.0,0.0218966304524,0.189366883117,0.466666666667,-0.0361111111111,0.00871085990679,0.428910533911,0.566666666667,0.308333333333,,
