event_name,total_sales,month,url,location,year,date,ID
Finest and Rarest Wines present Modern Classics: A Selection from the SK Networks Collection,"48,133,200",Sep,http://www.christies.com/Finest-and-Rarest-Wines-23325.aspx,Hong Kong,2010,18,2819
Fine Chinese Ceramics and Works of Art,"34,115,000",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-22637.aspx,"New York, Rockefeller Plaza",2010,16,2339
Fine Chinese Ceramics and Works of Art Including Property from the Arthur M. Sackler Collections,"686,000",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-23176.aspx,"New York, Rockefeller Plaza",2010,16,2509
Post-War & Contemporary Art,"1,989,150",Sep,http://www.christies.com/Post-War-and-Contemporary-Art-22893.aspx,"London, South Kensington",2010,16,5548
The Sze Yuan Tang Archaic Bronzes from the Anthony Hardy Collection,"20,751,000",Sep,http://www.christies.com/The-Sze-Yuan-Tang-23108.aspx,"New York, Rockefeller Plaza",2010,16,2508
Japanese & Korean Art Including Arts of the Meiji Period,"3,681,187",Sep,http://www.christies.com/Japanese-and-Korean-Art-22636.aspx,"New York, Rockefeller Plaza",2010,15,2338
"Old Master, Modern & Contemporary Prints","2,259,800",Sep,http://www.christies.com/Old-Master-Modern-and-22779.aspx,"London, King Street",2010,15,7868
South Asian Modern + Contemporary Art,"7,537,250",Sep,http://www.christies.com/South-Asian-Modern--22634.aspx,"New York, Rockefeller Plaza",2010,15,2336
Indian and Southeast Asian Art,"3,981,375",Sep,http://www.christies.com/Indian-and-Southeast-Asian-22635.aspx,"New York, Rockefeller Plaza",2010,14,2337
Prints and Multiples,"706,175",Sep,http://www.christies.com/Prints-and-Multiples-22895.aspx,"London, South Kensington",2010,14,5610
Fine and Rare Wines,"1,043,333",Sep,http://www.christies.com/Fine-and-Rare-Wines-22778.aspx,"London, King Street",2010,9,7867
Jewels at South Kensington,"304,425",Sep,http://www.christies.com/Jewels-at-South-Kensington-22891.aspx,"London, South Kensington",2010,8,5652
Christie's Interiors,"762,893",Sep,http://www.christies.com/Christies-Interiors-22889.aspx,"London, South Kensington",2010,7,5986
"Nineteen to Now,  Art from the 19th, 20th and 21st centuries including Indonesian Art and Topographical Observations","1,222,087",Sep,http://www.christies.com/Nineteen-to-Now--22654.aspx,Amsterdam,2010,7,2846
"Travel, Science and Natural History","2,018,650",Sep,http://www.christies.com/Travel-Science-and-Natural-23261.aspx,"London, South Kensington",2011,29,2362
"Important American Furniture, Folk Art & Decorative Arts","4,488,750",Sep,http://www.christies.com/Important-American-Furniture-Folk-23074.aspx,"New York, Rockefeller Plaza",2011,28,2468
"Property from The Westervelt Company, Formerly The Gulf States Paper Corporation","839,562",Sep,http://www.christies.com/Property-from-The-Westervelt-23596.aspx,"New York, Rockefeller Plaza",2011,28,2621
Christie's Interiors - Style & Spirit,"1,448,037",Sep,http://www.christies.com/Christies-Interiors--Style-23262.aspx,"London, South Kensington",2011,27,2380
"Fine American Paintings, Drawings and Sculpture","3,479,625",Sep,http://www.christies.com/Fine-American-Paintings-Drawings-23073.aspx,"New York, Rockefeller Plaza",2011,27,2467
L'ge d'or du rail - Souvenirs de la Compagnie Internationale des Wagons-lits,"1,380,475",Sep,http://www.christies.com/Lge-dor-du-rail-23650.aspx,Paris,2011,27,1059
Fine and Rare Wines Featuring Inglenook from The Private Collection of Francis Ford Coppola,"1,888,800",Sep,http://www.christies.com/Fine-and-Rare-Wines-23072.aspx,"New York, Rockefeller Plaza",2011,24,2466
Artists for Haiti,"13,662,000",Sep,http://www.christies.com/Artists-for-Haiti-23623.aspx,"New York, Rockefeller Plaza",2011,22,2631
The Opulent Eye - 500 Years Decorative Arts Europe,"2,313,700",Sep,http://www.christies.com/The-Opulent-Eye--23312.aspx,"London, King Street",2011,22,8023
Vins Fins,"1,286,160",Sep,http://www.christies.com/Vins-Fins-23619.aspx,Paris,2011,22,1012
First Open  Post-War & Contemporary Art,"9,920,375",Sep,http://www.christies.com/First-Open-Post-War-23071.aspx,"New York, Rockefeller Plaza",2011,21,2465
"Old Master, Modern & Contemporary Prints, including Property from the Estate of Ernst Beyeler","3,181,275",Sep,http://www.christies.com/Old-Master-Modern-and-23153.aspx,"London, King Street",2011,21,7986
Christie's Interiors,"476,862",Sep,http://www.christies.com/Christies-Interiors-23257.aspx,"London, South Kensington",2011,20,2023
Impressionist & Modern Art,"2,412,562",Sep,http://www.christies.com/Impressionist-and-Modern-Art-23070.aspx,"New York, Rockefeller Plaza",2011,20,2464
Nineteen to Now including Topographical Observations,"1,127,562",Sep,http://www.christies.com/Nineteen-to-Now-including-23010.aspx,Amsterdam,2011,20,2867
"Old Master, Modern and Contemporary Prints including Property from the Estate of Ernst Beyeler","666,975",Sep,http://www.christies.com/Old-Master-Modern-and-23260.aspx,"London, South Kensington",2011,20,2361
Palais Abbatial de Royaumont - Exposition au Palais Abbatial de Royaumont - Vente chez Christie's,"7,570,300",Sep,http://www.christies.com/Palais-Abbatial-de-Royaumont-23601.aspx,Paris,2011,19,1058
A Connoisseur's Vision: Property from the Xu Hanqing Collection,"13,137,625",Sep,http://www.christies.com/A-Connoisseurs-Vision-Property-23490.aspx,"New York, Rockefeller Plaza",2011,15,2529
Fine Chinese Ceramics and Works of Art Part I & II,"38,842,525",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-23069.aspx,"New York, Rockefeller Plaza",2011,15,2463
Superb Jade Carvings from an Important European Collection,"8,596,100",Sep,http://www.christies.com/Superb-Jade-Carvings-from-23624.aspx,"New York, Rockefeller Plaza",2011,15,2632
Japanese & Korean Art,"3,778,750",Sep,http://www.christies.com/Japanese-and-Korean-Art-23068.aspx,"New York, Rockefeller Plaza",2011,14,2462
Post-War & Contemporary Art,"2,882,100",Sep,http://www.christies.com/Post-War-and-Contemporary-Art-23341.aspx,"London, South Kensington",2011,14,3693
Indian and Southeast Asian Art,"4,130,000",Sep,http://www.christies.com/Indian-and-Southeast-Asian-23067.aspx,"New York, Rockefeller Plaza",2011,13,2461
South Asian Modern & Contemporary Art,"7,375,775",Sep,http://www.christies.com/South-Asian-Modern-and-23066.aspx,"New York, Rockefeller Plaza",2011,13,2460
"The Cowdray Sale: Works of Art from Cowdray Park and Dunecht House,  At Cowdray Park, West Sussex","7,941,925",Sep,http://www.christies.com/The-Cowdray-Sale-Works-23307.aspx,"London, King Street",2011,13,8014
Fine and Rare Wines Including a Superb Private Collection and Rarest Rioja,"1,024,575",Sep,http://www.christies.com/Fine-and-Rare-Wines-23152.aspx,"London, King Street",2011,8,7985
Jewellery,"471,375",Sep,http://www.christies.com/Jewellery-23255.aspx,"London, South Kensington",2011,7,2020
Christie's Interiors,"732,050",Sep,http://www.christies.com/Christies-Interiors-23268.aspx,"London, South Kensington",2011,6,2589
The Jan & Monique des Bouvrie Collection,"1,165,725",Sep,http://www.christies.com/The-Jan-and-Monique-23627.aspx,Amsterdam,2011,6,3019
Finest and Rarest Wines Featuring a Spectacular Lafite Vertical,"58,594,920",Sep,http://www.christies.com/Finest-and-Rarest-Wines-23477.aspx,Hong Kong,2011,3,2880
Vins Fins,"1,857,951",Sep,http://www.christies.com/Vins-Fins-23863.aspx,Paris,2012,28,3512
19th Century European Art Including Orientalist Art,"569,600",Sep,http://www.christies.com/19th-Century-European-Art-17235.aspx,"London, South Kensington",2012,27,6836
Collection Hlne Rochas,"15,784,050",Sep,http://www.christies.com/Collection-Hlne-Rochas-23913.aspx,Paris,2012,27,3538
"Antique Arms, Armour and Collectors Firearms","591,500",Sep,http://www.christies.com/Antique-Arms-Armour-and-23232.aspx,"London, South Kensington",2012,26,6345
Robert Kime and Piers von Westenholz: An English Taste,"1,205,562",Sep,http://www.christies.com/Robert-Kime-and-Piers-23939.aspx,"London, South Kensington",2012,26,4235
American Art,"2,649,475",Sep,http://www.christies.com/American-Art-23876.aspx,"New York, Rockefeller Plaza",2012,25,2583
Christie's Interiors - Style & Spirit,"1,347,475",Sep,http://www.christies.com/Christies-Interiors--Style-17233.aspx,"London, South Kensington",2012,25,6803
"Important American Furniture, Folk Art and Decorative Arts","3,322,312",Sep,http://www.christies.com/Important-American-Furniture-Folk-23562.aspx,"New York, Rockefeller Plaza",2012,24,2584
Swiss Art,"16,266,360",Sep,http://www.christies.com/Swiss-Art-23925.aspx,Zurich,2012,24,2000
Prints & Multiples Including an Important Collection by Henry Moore,"771,250",Sep,http://www.christies.com/Prints-and-Multiples-Including-23766.aspx,"London, South Kensington",2012,20,6755
The Opulent Eye - 500 Years: Decorative Arts Europe,"4,580,300",Sep,http://www.christies.com/The-Opulent-Eye--23714.aspx,"London, King Street",2012,20,5706
Christie's Interiors,"587,187",Sep,http://www.christies.com/Christies-Interiors-23943.aspx,"London, South Kensington",2012,19,4258
First Open Post-War and Contemporary Art,"8,434,150",Sep,http://www.christies.com/First-Open-Post-War-and-23875.aspx,"New York, Rockefeller Plaza",2012,19,2582
Modern & Contemporary Prints,"1,813,275",Sep,http://www.christies.com/Modern-and-Contemporary-Prints-23713.aspx,"London, King Street",2012,19,5705
Christie's Interiors,"466,225",Sep,http://www.christies.com/Christies-Interiors-23246.aspx,"London, South Kensington",2012,18,6721
Property of the Scheringa Museum of Realist Art,"2,880,075",Sep,http://www.christies.com/Property-of-the-Scheringa-23778.aspx,Amsterdam,2012,18,3020
The Sunday Sale,"190,812",Sep,http://www.christies.com/The-Sunday-Sale-17148.aspx,"London, South Kensington",2012,16,6717
Fine Chinese Ceramics and Works of Art Part I,"19,596,275",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-23560.aspx,"New York, Rockefeller Plaza",2012,13,2580
Fine Chinese Ceramics and Works of Art Part II,"19,596,275",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-23560.aspx,"New York, Rockefeller Plaza",2012,13,2580
In the Pursuit of Knowledge: Asian Art Reference Books,"1,290,825",Sep,http://www.christies.com/In-the-Pursuit-of-24056.aspx,"New York, Rockefeller Plaza",2012,13,2763
Indian & Southeast Asian Art,"7,670,750",Sep,http://www.christies.com/Indian-and-Southeast-Asian-23558.aspx,"New York, Rockefeller Plaza",2012,12,2578
Post-War and Contemporary Art,"1,491,625",Sep,http://www.christies.com/Post-War-and-Contemporary-Art-23765.aspx,"London, South Kensington",2012,12,6706
South Asian Modern & Contemporary,"7,060,625",Sep,http://www.christies.com/South-Asian-Modern-and-23557.aspx,"New York, Rockefeller Plaza",2012,12,2577
Japanese & Korean Art,"9,116,600",Sep,http://www.christies.com/Japanese-and-Korean-Art-23559.aspx,"New York, Rockefeller Plaza",2012,11,2579
Fine and Rare Wines: Pristine Rarities from the Cellar,"13,459,435",Sep,http://www.christies.com/Fine-and-Rare-Wines-23887.aspx,Hong Kong,2012,8,2950
Fine and Rare Wines: Vintage European Treasures,"28,857,169",Sep,http://www.christies.com/Fine-and-Rare-Wines-23878.aspx,Hong Kong,2012,8,2902
Fine and Rare Wines,"1,259,974",Sep,http://www.christies.com/Fine-and-Rare-Wines-23712.aspx,"London, King Street",2012,6,5704
Jewellery,"499,812",Sep,http://www.christies.com/Jewellery-23764.aspx,"London, South Kensington",2012,5,6704
Christie's Interiors,"910,325",Sep,http://www.christies.com/Christies-Interiors-17122.aspx,"London, South Kensington",2012,4,6594
"Nineteen to Now, incl. Topographical Observations","1,259,250",Sep,http://www.christies.com/Nineteen-to-Now-incl-23510.aspx,Amsterdam,2012,4,3009
The London Sale,"1,442,812",Sep,http://www.christies.com/The-London-Sale-23803.aspx,"London, South Kensington",2012,3,7858
Arts of India,"767,187",Oct,http://www.christies.com/Arts-of-India-24128.aspx,"London, South Kensington",2012,1,4387
Australian Art,"3,865,850",Sep,http://www.christies.com/Australian-Art-24384.aspx,"London, King Street",2013,26,1182
First Open,"13,666,875",Sep,http://www.christies.com/First-Open-24004.aspx,"New York, Rockefeller Plaza",2013,26,2727
Parkett: First Fifty Editions 1984-1997,"394,312",Sep,http://www.christies.com/Parkett-First-Fifty-Editions-19064.aspx,"London, South Kensington",2013,26,9939
The First Shanghai Auction,"171,712,500",Sep,http://www.christies.com/The-First-Shanghai-Auction-24697.aspx,Shanghai,2013,26,3390
"Important American Furniture, Folk Art, Silver, Paintings and Prints including Masterworks from the Westervelt Company and Selections from Thomas Molesworth's Ranch A Commission","5,836,375",Sep,http://www.christies.com/Important-American-Furniture-Folk-24006.aspx,"New York, Rockefeller Plaza",2013,25,2729
Kate Moss From The Collection of Gert Elfering,"1,665,500",Sep,http://www.christies.com/Kate-Moss-From-The-24576.aspx,"London, King Street",2013,25,1192
Post-War and Contemporary Art,"2,006,525",Sep,http://www.christies.com/Post-War-and-Contemporary-Art-24239.aspx,"London, South Kensington",2013,24,9383
A Collecting Legacy: Fine Chinese Jade Carvings and Works of Art From the Lizzadro Collection (Part II),"3,742,250",Sep,http://www.christies.com/A-Collecting-Legacy-Fine-24624.aspx,"New York, Rockefeller Plaza",2013,19,3438
Fine Chinese Ceramics and Works of Art,"28,221,500",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-24003.aspx,"New York, Rockefeller Plaza",2013,19,2726
Important Chinese Archaic Bronzes from a Distinguished Private Collection,"6,269,000",Sep,http://www.christies.com/Important-Chinese-Archaic-Bronzes-24638.aspx,"New York, Rockefeller Plaza",2013,19,3439
Prints & Multiples,"630,625",Sep,http://www.christies.com/Prints-and-Multiples-24240.aspx,"London, South Kensington",2013,19,9401
Fine Chinese Paintings,"10,901,250",Sep,http://www.christies.com/Fine-Chinese-Paintings-24536.aspx,"New York, Rockefeller Plaza",2013,18,3420
Indian and Southeast Asian Art,"9,220,750",Sep,http://www.christies.com/Indian-and-Southeast-Asian-24001.aspx,"New York, Rockefeller Plaza",2013,18,2724
Japanese and Korean Art,"5,201,437",Sep,http://www.christies.com/Japanese-and-Korean-Art-24002.aspx,"New York, Rockefeller Plaza",2013,18,2725
Modern & Contemporary Prints,"2,993,400",Sep,http://www.christies.com/Modern-and-Contemporary-Prints-24112.aspx,"London, King Street",2013,18,1144
"The Collection of Professor Sir Albert Richardson, P.R.A.","4,273,700",Sep,http://www.christies.com/The-Collection-of-Professor-24521.aspx,"London, King Street",2013,18,1186
Christie's Interiors - Style & Spirit,"1,670,537",Sep,http://www.christies.com/Christies-Interiors--Style-24188.aspx,"London, South Kensington",2013,17,9387
South Asian Modern + Contemporary Art,"5,096,125",Sep,http://www.christies.com/South-Asian-Modern--24000.aspx,"New York, Rockefeller Plaza",2013,17,2723
"The Art of Nandalal Bose, Abanindranath Tagore and Rabindranath Tagore: The Supratik Bose Collection","2,927,000",Sep,http://www.christies.com/The-Art-of-Nandalal-24637.aspx,"New York, Rockefeller Plaza",2013,17,3441
19th Century European Art Including Orientalist Art,"586,500",Sep,http://www.christies.com/19th-Century-European-Art-24241.aspx,"London, South Kensington",2013,12,9429
Fine and Rare Wines,"1,344,762",Sep,http://www.christies.com/Fine-and-Rare-Wines-24146.aspx,"London, King Street",2013,12,1172
Christie's Interiors,"662,218",Sep,http://www.christies.com/Christies-Interiors-24191.aspx,"London, South Kensington",2013,10,9424
The Opulent Eye,"2,511,800",Sep,http://www.christies.com/The-Opulent-Eye-24113.aspx,"London, King Street",2013,10,1145
The Sunday Sale,"393,125",Sep,http://www.christies.com/The-Sunday-Sale-24186.aspx,"London, South Kensington",2013,8,9372
Out of the Ordinary,"1,291,775",Sep,http://www.christies.com/Out-of-the-Ordinary-19112.aspx,"London, South Kensington",2013,5,9935
Jewellery,"532,000",Sep,http://www.christies.com/Jewellery-24238.aspx,"London, South Kensington",2013,4,9381
Christie's Interiors,"722,100",Sep,http://www.christies.com/Christies-Interiors-24187.aspx,"London, South Kensington",2013,3,9376
Christie's Interiors - Masters & Makers,"757,125",Oct,http://www.christies.com/Christies-Interiors--Masters-24192.aspx,"London, South Kensington",2013,1,9441
Galerie Camoin Demachy Meubles et objets d'arts du XVIIIe au dbut du XXe sicle,"2,068,275",Oct,http://www.christies.com/Galerie-Camoin-Demachy-Meubles-24569.aspx,Paris,2013,1,3574
Interiors,"1,807,500",Oct,http://www.christies.com/Interiors-24008.aspx,"New York, Rockefeller Plaza",2013,1,2731
European Noble & Private Collections Including Fine Tapestries Part I,"2,958,688",Sep,http://www.christies.com/European-Noble-and-Private-24664.aspx,"London, King Street",2014,30,1555
Photographs,"2,740,750",Sep,http://www.christies.com/Photographs-24466.aspx,"New York, Rockefeller Plaza",2014,29,2877
Photographs from the Forbes Collection,"1,278,125",Sep,http://www.christies.com/Photographs-from-the-Forbes-24859.aspx,"New York, Rockefeller Plaza",2014,29,3481
Triple XXX: Photographs from the Collection of Don Sanders,"2,085,500",Sep,http://www.christies.com/Triple-XXX-Photographs-from-24707.aspx,"New York, Rockefeller Plaza",2014,29,3458
First Open/LDN,"2,576,312",Sep,http://www.christies.com/First-OpenLDN-22433.aspx,"London, South Kensington",2014,25,5935
First Open/NYC,"11,259,375",Sep,http://www.christies.com/First-OpenNYC-24464.aspx,"New York, Rockefeller Plaza",2014,23,2875
"American Furniture, Outsider and Folk Art","3,538,188",Sep,http://www.christies.com/American-Furniture-Outsider-and-24465.aspx,"New York, Rockefeller Plaza",2014,22,2876
Swiss Art Sale,"8,008,800",Sep,http://www.christies.com/Swiss-Art-Sale-24852.aspx,Zurich,2014,22,2003
Fine Chinese Ceramics and Works of Art,"22,422,000",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-24461.aspx,"New York, Rockefeller Plaza",2014,18,2872
Modern Masters & Polgrafa: Celebrating 50 Years of Printmaking,"835,125",Sep,http://www.christies.com/Modern-Masters-and-Polgrafa-21258.aspx,"London, South Kensington",2014,18,5313
Rivers of Color: Cloisonn Enamels from Private American Collections,"5,723,000",Sep,http://www.christies.com/Rivers-of-Color-Cloisonn-24462.aspx,"New York, Rockefeller Plaza",2014,18,2873
"The Opulent Eye - 19th Century Furniture, Sculpture & Works of Art","2,845,500",Sep,http://www.christies.com/The-Opulent-Eye--24663.aspx,"London, King Street",2014,18,1554
A Pioneering Vision: Works from the Collection of Shumita and Arani Bose,"3,605,375",Sep,http://www.christies.com/A-Pioneering-Vision-Works-25452.aspx,"New York, Rockefeller Plaza",2014,17,3860
Prints & Multiples,"3,531,475",Sep,http://www.christies.com/Prints-and-Multiples-24662.aspx,"London, King Street",2014,17,1553
South Asian Modern + Contemporary,"2,708,000",Sep,http://www.christies.com/South-Asian-Modern--24458.aspx,"New York, Rockefeller Plaza",2014,17,2869
Christie's Style & Spirit,"1,489,312",Sep,http://www.christies.com/Christies-Style-and-Spirit-21459.aspx,"London, South Kensington",2014,16,5303
Fine Chinese Paintings,"5,242,025",Sep,http://www.christies.com/Fine-Chinese-Paintings-24877.aspx,"New York, Rockefeller Plaza",2014,16,3472
Indian and Southeast Asian Art,"3,779,625",Sep,http://www.christies.com/Indian-and-Southeast-Asian-24459.aspx,"New York, Rockefeller Plaza",2014,16,2870
19th Century European Art,"460,125",Sep,http://www.christies.com/19th-Century-European-Art-21129.aspx,"London, South Kensington",2014,11,5298
Fine & Rare Wines including a Superb Collection of Mature Burgundy from Iconic Domaines,"1,089,413",Sep,http://www.christies.com/Fine-and-Rare-Wines-24660.aspx,"London, King Street",2014,11,1551
Jewellery & Watches,"702,750",Sep,http://www.christies.com/Jewellery-and-Watches-21099.aspx,"London, South Kensington",2014,11,5296
Christie's Interiors,"280,312",Sep,http://www.christies.com/Christies-Interiors-21011.aspx,"London, South Kensington",2014,10,5223
Christie's Interiors,"546,125",Sep,http://www.christies.com/Christies-Interiors-19658.aspx,"London, South Kensington",2014,9,5550
Fine and Rare Wines including the Collection of Hubert Guerrand-Herms,"19,897,797",Sep,http://www.christies.com/Fine-and-Rare-Wines-24772.aspx,Hong Kong,2014,6,3350
The Neil Wilson Collection: A Romantic Vision,"519,625",Sep,http://www.christies.com/The-Neil-Wilson-Collection-22426.aspx,"London, South Kensington",2014,4,5928
Out of The Ordinary,"1,652,312",Sep,http://www.christies.com/Out-of-The-Ordinary-21089.aspx,"London, South Kensington",2014,3,5263
Antiquities,"3,473,188",Oct,http://www.christies.com/Antiquities-24670.aspx,"London, King Street",2014,1,1561
European Noble & Private Collections Including Fine Tapestries Part II,"1,240,150",Oct,http://www.christies.com/European-Noble-and-Private-22389.aspx,"London, South Kensington",2014,1,5956
First Open,"9,629,088",Sep,http://www.christies.com/First-Open-25328.aspx,"New York, Rockefeller Plaza",2015,30,3761
"The Opulent Eye - 19th Century Furniture, Sculpture, Works of Art, Ceramics & Carpets","3,435,250",Sep,http://www.christies.com/The-Opulent-Eye--25424.aspx,"London, King Street",2015,30,10691
"La Vie de Chteau, collection Jean-Louis Remilleux","9,798,900",Sep,http://www.christies.com/La-Vie-de-Chteau--25941.aspx,Paris,2015,28,11718
Australian Art,"1,235,688",Sep,http://www.christies.com/Australian-Art-25891.aspx,"London, King Street",2015,24,11505
"Important American Furniture, Outsider And Folk Art: Including Carousel Art from the Collection of Larry & Gail Freels and Property from the Wunsch Collection","3,600,875",Sep,http://www.christies.com/Important-American-Furniture-Outsider-25326.aspx,"New York, Rockefeller Plaza",2015,24,3770
First Open/LDN,"3,774,625",Sep,http://www.christies.com/First-OpenLDN-25164.aspx,"London, South Kensington",2015,23,10421
The Piaggio Collection - From a Genoese Villa,"838,788",Sep,http://www.christies.com/The-Piaggio-Collection--25634.aspx,"London, King Street",2015,23,10899
The Property of a Spanish Collector: Un Estilo de Vida Moderno -,"934,250",Sep,http://www.christies.com/The-Property-of-a-26045.aspx,"London, King Street",2015,23,12073
American Art,"4,040,000",Sep,http://www.christies.com/American-Art-25939.aspx,"New York, Rockefeller Plaza",2015,22,11682
Elevated Beauty: Fine Chinese Display Stands from An Important Private American Collection,"428,875",Sep,http://www.christies.com/Elevated-Beauty-Fine-Chinese-25285.aspx,"New York, Rockefeller Plaza",2015,17,3722
Fine and Rare Wines Including a Superb Private Collection,"790,752",Sep,http://www.christies.com/Fine-and-Rare-Wines-25202.aspx,"London, King Street",2015,17,10463
Fine Chinese Ceramics and Works of Art,"22,878,875",Sep,http://www.christies.com/Fine-Chinese-Ceramics-and-25323.aspx,"New York, Rockefeller Plaza",2015,17,3767
Prints & Multiples: First Impression,"627,312",Sep,http://www.christies.com/Prints-and-Multiples-First-25247.aspx,"London, South Kensington",2015,17,10555
South Asian Modern + Contemporary Art,"8,770,062",Sep,http://www.christies.com/South-Asian-Modern--25322.aspx,"New York, Rockefeller Plaza",2015,17,3766
The Lai Family Collection of Fine Chinese Furniture and Works of Art,"6,989,312",Sep,http://www.christies.com/The-Lai-Family-Collection-25325.aspx,"New York, Rockefeller Plaza",2015,17,3769
Christie's Interiors - Style & Spirit,"657,750",Sep,http://www.christies.com/Christies-Interiors--Style-25398.aspx,"London, South Kensington",2015,16,10660
Fine Chinese Paintings,"4,597,000",Sep,http://www.christies.com/Fine-Chinese-Paintings-25321.aspx,"New York, Rockefeller Plaza",2015,16,3765
Jewels & Watches,"836,000",Sep,http://www.christies.com/Jewels-and-Watches-25180.aspx,"London, South Kensington",2015,16,10438
"Mandarin & Menagerie:  The Sowell Collection, Part II","927,875",Sep,http://www.christies.com/Mandarin-and-Menagerie-25324.aspx,"New York, Rockefeller Plaza",2015,16,3768
Prints & Multiples,"3,106,500",Sep,http://www.christies.com/Prints-and-Multiples-25152.aspx,"London, King Street",2015,16,10403
The Ruth and Carl Barron Collection of Fine Chinese Snuff Bottles: Part I,"1,253,438",Sep,http://www.christies.com/The-Ruth-and-Carl-25952.aspx,"New York, Rockefeller Plaza",2015,16,11785
Christie's Interiors - Style & Spirit,"331,375",Sep,http://www.christies.com/Christies-Interiors--Style-25397.aspx,"London, South Kensington",2015,15,10659
"Indian, Himalayan and Southeast Asian Art","2,946,750",Sep,http://www.christies.com/Indian-Himalayan-and-Southeast-25319.aspx,"New York, Rockefeller Plaza",2015,15,3763
The Sporer Collection of Himalayan Sculpture,"6,099,000",Sep,http://www.christies.com/The-Sporer-Collection-of-26237.aspx,"New York, Rockefeller Plaza",2015,15,12449
Fine and Rare Wines including the Collection of Peter Chu,"24,481,135",Sep,http://www.christies.com/Fine-and-Rare-Wines-25617.aspx,Hong Kong,2015,11,3440
19th Century European Art,"739,375",Sep,http://www.christies.com/19th-Century-European-Art-25188.aspx,"London, South Kensington",2015,10,10447
Out of the Ordinary,"870,062",Sep,http://www.christies.com/Out-of-the-Ordinary-25396.aspx,"London, South Kensington",2015,10,10658
Christie's Interiors - Including Asian Works of Art,"545,775",Sep,http://www.christies.com/Christies-Interiors--Including-25395.aspx,"London, South Kensington",2015,9,10657
Christie's Interiors,"511,812",Sep,http://www.christies.com/Christies-Interiors-25394.aspx,"London, South Kensington",2015,8,10656
Antiquities,"2,859,375",Oct,http://www.christies.com/Antiquities-25123.aspx,"London, King Street",2015,1,10373
Finest and Rarest Wines; A Superb Private Collection,"935,265",Oct,http://www.christies.com/Finest-and-Rarest-Wines--26230.aspx,"London, King Street",2015,1,12411
Old Master Pictures,"1,181,975",Oct,http://www.christies.com/Old-Master-Pictures-8279.aspx,"London, King Street",1998,30,6036
2OTH CENTURY BRITISH DECORATIVE ARTS,"157,544",Oct,http://www.christies.com/2OTH-CENTURY-BRITISH-DECORATIVE-8531.aspx,"London, South Kensington",1998,29,8177
Nineteenth Century Furniture & WoA,"1,516,830",Oct,http://www.christies.com/Nineteenth-Century-Furniture-and-8278.aspx,"London, King Street",1998,29,6035
Oil Paintings and Watercolours,"119,013",Oct,http://www.christies.com/Oil-Paintings-and-Watercolours-8773.aspx,Glasgow,1998,29,1597
Oriental Works of Art,"106,729",Oct,http://www.christies.com/Oriental-Works-of-Art-8595.aspx,"London, South Kensington",1998,29,8178
THE ARCHIMEDES PALIMPSEST,"2,202,500",Oct,http://www.christies.com/THE-ARCHIMEDES-PALIMPSEST-8685.aspx,"New York, Park Avenue",1998,29,9058
"The Haskell F. Norman Library of Science and Medicine,","4,508,626",Oct,http://www.christies.com/The-Haskell-F-Norman-8510.aspx,"New York, Park Avenue",1998,29,8976
19TH CENTURY & IMPRESSIONIST,"1,346,822",Oct,http://www.christies.com/19TH-CENTURY-and-IMPRESSIONIST-8489.aspx,"New York, East",1998,28,8165
BRITISH & CONTINENTAL FURNITURE,"65,705",Oct,http://www.christies.com/BRITISH-and-CONTINENTAL-FURNITURE-8594.aspx,"London, South Kensington",1998,28,8176
BUSHELL COLLECTION OF JAPANESE SWORD FITTINGS & WORKS OF ART,"1,098,595",Oct,http://www.christies.com/BUSHELL-COLLECTION-OF-JAPANESE-8367.aspx,"New York, Park Avenue",1998,28,8964
"CARPETS, DECORATIVE OBJECTS AND FURNITURE","263,747",Oct,http://www.christies.com/CARPETS-DECORATIVE-OBJECTS-AND-8682.aspx,"London, South Kensington",1998,28,8172
OLD MASTER PICTURES,"789,648",Oct,http://www.christies.com/OLD-MASTER-PICTURES-8593.aspx,"London, South Kensington",1998,28,8173
PICTURE FRAMES,"56,229",Oct,http://www.christies.com/PICTURE-FRAMES-8563.aspx,"London, South Kensington",1998,28,8175
19th Century Decorative Arts,"1,459,120",Oct,http://www.christies.com/19th-Century-Decorative-Arts-8504.aspx,"New York, East",1998,27,8163
"19th Century European Pictures, Watercolours and Drawings","12,190,938",Oct,http://www.christies.com/19th-Century-European-Pictures--8697.aspx,Amsterdam,1998,27,2391
20C Decorative Arts,"1,496,337",Oct,http://www.christies.com/20C-Decorative-Arts-8277.aspx,"London, King Street",1998,27,6034
AN IMPORTANT COLLECTION OF JAPANESE UKIYO-E PAINTINGS,"4,972,330",Oct,http://www.christies.com/AN-IMPORTANT-COLLECTION-OF-8529.aspx,"New York, Park Avenue",1998,27,9044
"JAPANESE SCREENS, PAINTINGS AND PRINTS","3,507,316",Oct,http://www.christies.com/JAPANESE-SCREENS-PAINTINGS-AND-8564.aspx,"New York, Park Avenue",1998,27,9048
